"","gs","gene","symbol"
"ENSMUSG00000063172","NP","ENSMUSG00000063172","Ift25"
"ENSMUSG00000028597","NP","ENSMUSG00000028597","Gpx7"
"ENSMUSG00000073775","NP","ENSMUSG00000073775","Kti12"
"ENSMUSG00000085399","NP","ENSMUSG00000085399","Foxd2os"
"ENSMUSG00000028719","NP","ENSMUSG00000028719","Cmpk1"
"ENSMUSG00000028699","NP","ENSMUSG00000028699","Tspan1"
"ENSMUSG00000028691","NP","ENSMUSG00000028691","Prdx1"
"ENSMUSG00000033948","NP","ENSMUSG00000033948","Zswim5"
"ENSMUSG00000085749","NP","ENSMUSG00000085749","Gm12843"
"ENSMUSG00000033379","NP","ENSMUSG00000033379","Atp6v0b"
"ENSMUSG00000006395","NP","ENSMUSG00000006395","Hyi"
"ENSMUSG00000006392","NP","ENSMUSG00000006392","Med8"
"ENSMUSG00000006390","NP","ENSMUSG00000006390","Elovl1"
"ENSMUSG00000028729","NP","ENSMUSG00000028729","Ebna1bp2"
"ENSMUSG00000028643","NP","ENSMUSG00000028643","Svbp"
"ENSMUSG00000028639","NP","ENSMUSG00000028639","Ybx1"
"ENSMUSG00000028634","NP","ENSMUSG00000028634","Hivep3"
"ENSMUSG00000023075","NP","ENSMUSG00000023075","Akirin1"
"ENSMUSG00000028646","NP","ENSMUSG00000028646","Rragc"
"ENSMUSG00000028873","NP","ENSMUSG00000028873","Cdca8"
"ENSMUSG00000044730","NP","ENSMUSG00000044730","Airim"
"ENSMUSG00000050213","NP","ENSMUSG00000050213","Snip1"
"ENSMUSG00000028796","NP","ENSMUSG00000028796","Phc2"
"ENSMUSG00000028794","NP","ENSMUSG00000028794","A3galt2"
"ENSMUSG00000028792","NP","ENSMUSG00000028792","Ak2"
"ENSMUSG00000028793","NP","ENSMUSG00000028793","Rnf19b"
"ENSMUSG00000028797","NP","ENSMUSG00000028797","Tmem234"
"ENSMUSG00000028795","NP","ENSMUSG00000028795","Ccdc28b"
"ENSMUSG00000053841","NP","ENSMUSG00000053841","Txlna"
"ENSMUSG00000028779","NP","ENSMUSG00000028779","Pef1"
"ENSMUSG00000023232","NP","ENSMUSG00000023232","Serinc2"
"ENSMUSG00000078532","NP","ENSMUSG00000078532","Nkain1"
"ENSMUSG00000028878","NP","ENSMUSG00000028878","Fam76a"
"ENSMUSG00000046694","NP","ENSMUSG00000046694","Tent5b"
"ENSMUSG00000037553","NP","ENSMUSG00000037553","Zdhhc18"
"ENSMUSG00000037306","NP","ENSMUSG00000037306","Man1c1"
"ENSMUSG00000028822","NP","ENSMUSG00000028822","Tmem50a"
"ENSMUSG00000028801","NP","ENSMUSG00000028801","Stpg1"
"ENSMUSG00000028671","NP","ENSMUSG00000028671","Gale"
"ENSMUSG00000028669","NP","ENSMUSG00000028669","Pithd1"
"ENSMUSG00000059291","NP","ENSMUSG00000059291","Rpl11"
"ENSMUSG00000051351","NP","ENSMUSG00000051351","Zfp46"
"ENSMUSG00000057530","NP","ENSMUSG00000057530","Ece1"
"ENSMUSG00000028759","NP","ENSMUSG00000028759","Hp1bp3"
"ENSMUSG00000045349","NP","ENSMUSG00000045349","Sh2d5"
"ENSMUSG00000028745","NP","ENSMUSG00000028745","Capzb"
"ENSMUSG00000040945","NP","ENSMUSG00000040945","Rcc2"
"ENSMUSG00000036622","NP","ENSMUSG00000036622","Atp13a2"
"ENSMUSG00000040842","NP","ENSMUSG00000040842","Szrd1"
"ENSMUSG00000040697","NP","ENSMUSG00000040697","Dnajc16"
"ENSMUSG00000028914","NP","ENSMUSG00000028914","Casp9"
"ENSMUSG00000040616","NP","ENSMUSG00000040616","Tmem51"
"ENSMUSG00000029022","NP","ENSMUSG00000029022","Miip"
"ENSMUSG00000041459","NP","ENSMUSG00000041459","Tardbp"
"ENSMUSG00000028975","NP","ENSMUSG00000028975","Pex14"
"ENSMUSG00000073705","NP","ENSMUSG00000073705","Cenps"
"ENSMUSG00000028961","NP","ENSMUSG00000028961","Pgd"
"ENSMUSG00000070572","NP","ENSMUSG00000070572","Trmt112-ps2"
"ENSMUSG00000039936","NP","ENSMUSG00000039936","Pik3cd"
"ENSMUSG00000039759","NP","ENSMUSG00000039759","Thap3"
"ENSMUSG00000073700","NP","ENSMUSG00000073700","Klhl21"
"ENSMUSG00000028952","NP","ENSMUSG00000028952","Zbtb48"
"ENSMUSG00000028946","NP","ENSMUSG00000028946","Hes3"
"ENSMUSG00000039662","NP","ENSMUSG00000039662","Icmt"
"ENSMUSG00000028936","NP","ENSMUSG00000028936","Rpl22"
"ENSMUSG00000046637","NP","ENSMUSG00000046637","Ttc34"
"ENSMUSG00000029048","NP","ENSMUSG00000029048","Rer1"
"ENSMUSG00000073684","NP","ENSMUSG00000073684","Faap20"
"ENSMUSG00000029064","NP","ENSMUSG00000029064","Gnb1"
"ENSMUSG00000029063","NP","ENSMUSG00000029063","Nadk"
"ENSMUSG00000051557","NP","ENSMUSG00000051557","Pusl1"
"ENSMUSG00000023571","NP","ENSMUSG00000023571","C1qtnf12"
"ENSMUSG00000040003","NP","ENSMUSG00000040003","Magi2"
"ENSMUSG00000067724","NP","ENSMUSG00000067724","Gbx1"
"ENSMUSG00000028945","NP","ENSMUSG00000028945","Rheb"
"ENSMUSG00000028944","NP","ENSMUSG00000028944","Prkag2"
"ENSMUSG00000029161","NP","ENSMUSG00000029161","Cgref1"
"ENSMUSG00000013622","NP","ENSMUSG00000013622","Atraid"
"ENSMUSG00000029147","NP","ENSMUSG00000029147","Ppm1g"
"ENSMUSG00000029149","NP","ENSMUSG00000029149","Krtcap3"
"ENSMUSG00000029142","NP","ENSMUSG00000029142",NA
"ENSMUSG00000052139","NP","ENSMUSG00000052139","Babam2"
"ENSMUSG00000059064","NP","ENSMUSG00000059064","Gm10059"
"ENSMUSG00000037235","NP","ENSMUSG00000037235","Mxd4"
"ENSMUSG00000029106","NP","ENSMUSG00000029106","Add1"
"ENSMUSG00000001082","NP","ENSMUSG00000001082","Mfsd10"
"ENSMUSG00000005103","NP","ENSMUSG00000005103","Wdr1"
"ENSMUSG00000029128","NP","ENSMUSG00000029128","Rab28"
"ENSMUSG00000039753","NP","ENSMUSG00000039753","Fbxl5"
"ENSMUSG00000046985","NP","ENSMUSG00000046985","Tapt1"
"ENSMUSG00000039706","NP","ENSMUSG00000039706","Ldb2"
"ENSMUSG00000015806","NP","ENSMUSG00000015806","Qdpr"
"ENSMUSG00000039682","NP","ENSMUSG00000039682","Lap3"
"ENSMUSG00000015804","NP","ENSMUSG00000015804","Med28"
"ENSMUSG00000029088","NP","ENSMUSG00000029088","Kcnip4"
"ENSMUSG00000093502","NP","ENSMUSG00000093502","Gm20700"
"ENSMUSG00000029169","NP","ENSMUSG00000029169","Dhx15"
"ENSMUSG00000097145","NP","ENSMUSG00000097145","9230114K14Rik"
"ENSMUSG00000061461","NP","ENSMUSG00000061461","Smim20"
"ENSMUSG00000029174","NP","ENSMUSG00000029174","Tbc1d1"
"ENSMUSG00000029185","NP","ENSMUSG00000029185","Fam114a1"
"ENSMUSG00000029201","NP","ENSMUSG00000029201","Ugdh"
"ENSMUSG00000037822","NP","ENSMUSG00000037822","Smim14"
"ENSMUSG00000092060","NP","ENSMUSG00000092060","Bend4"
"ENSMUSG00000070733","NP","ENSMUSG00000070733","Fryl"
"ENSMUSG00000029366","NP","ENSMUSG00000029366","Dck"
"ENSMUSG00000070690","NP","ENSMUSG00000070690","Albfm1"
"ENSMUSG00000029378","NP","ENSMUSG00000029378","Areg"
"ENSMUSG00000029397","NP","ENSMUSG00000029397","Rchy1"
"ENSMUSG00000029413","NP","ENSMUSG00000029413","Naaa"
"ENSMUSG00000089809","NP","ENSMUSG00000089809","Rasgef1b"
"ENSMUSG00000029326","NP","ENSMUSG00000029326","Enoph1"
"ENSMUSG00000029319","NP","ENSMUSG00000029319","Coq2"
"ENSMUSG00000070639","NP","ENSMUSG00000070639","Lrrc8b"
"ENSMUSG00000029279","NP","ENSMUSG00000029279","Brdt"
"ENSMUSG00000033623","NP","ENSMUSG00000033623","Pcgf3"
"ENSMUSG00000014668","NP","ENSMUSG00000014668","Chfr"
"ENSMUSG00000029499","NP","ENSMUSG00000029499","Pxmp2"
"ENSMUSG00000041939","NP","ENSMUSG00000041939","Mvk"
"ENSMUSG00000072694","NP","ENSMUSG00000072694","Gm57857"
"ENSMUSG00000072692","NP","ENSMUSG00000072692","Rpl37rt"
"ENSMUSG00000046562","NP","ENSMUSG00000046562","Unc119b"
"ENSMUSG00000060152","NP","ENSMUSG00000060152","Pop5"
"ENSMUSG00000009013","NP","ENSMUSG00000009013","Dynll1"
"ENSMUSG00000079278","NP","ENSMUSG00000079278","Tmem233"
"ENSMUSG00000043913","NP","ENSMUSG00000043913","Ccdc60"
"ENSMUSG00000086122","NP","ENSMUSG00000086122","Gm14507"
"ENSMUSG00000086055","NP","ENSMUSG00000086055","Gm13837"
"ENSMUSG00000041548","NP","ENSMUSG00000041548","Hspb8"
"ENSMUSG00000029600","NP","ENSMUSG00000029600","Rita1"
"ENSMUSG00000029616","NP","ENSMUSG00000029616","Erp29"
"ENSMUSG00000029454","NP","ENSMUSG00000029454","Mapkapk5"
"ENSMUSG00000029462","NP","ENSMUSG00000029462","Vps29"
"ENSMUSG00000029465","NP","ENSMUSG00000029465","Arpc3"
"ENSMUSG00000029472","NP","ENSMUSG00000029472","Anapc5"
"ENSMUSG00000029477","NP","ENSMUSG00000029477","Morn3"
"ENSMUSG00000029440","NP","ENSMUSG00000029440","Psmd9"
"ENSMUSG00000049327","NP","ENSMUSG00000049327","Kmt5a"
"ENSMUSG00000079215","NP","ENSMUSG00000079215","Zfp664"
"ENSMUSG00000029478","NP","ENSMUSG00000029478","Ncor2"
"ENSMUSG00000029480","NP","ENSMUSG00000029480","Dhx37"
"ENSMUSG00000029482","NP","ENSMUSG00000029482","Aacs"
"ENSMUSG00000029416","NP","ENSMUSG00000029416","Slc15a4"
"ENSMUSG00000025534","NP","ENSMUSG00000025534","Gusb"
"ENSMUSG00000025337","NP","ENSMUSG00000025337","Sbds"
"ENSMUSG00000034040","NP","ENSMUSG00000034040","Galnt17"
"ENSMUSG00000029673","NP","ENSMUSG00000029673","Auts2"
"ENSMUSG00000058905","NP","ENSMUSG00000058905","Gm10051"
"ENSMUSG00000029703","NP","ENSMUSG00000029703","Lrwd1"
"ENSMUSG00000029705","NP","ENSMUSG00000029705","Cux1"
"ENSMUSG00000029713","NP","ENSMUSG00000029713","Gnb2"
"ENSMUSG00000029722","NP","ENSMUSG00000029722","Agfg2"
"ENSMUSG00000019518","NP","ENSMUSG00000019518","Ap4m1"
"ENSMUSG00000047592","NP","ENSMUSG00000047592","Nxpe5"
"ENSMUSG00000036817","NP","ENSMUSG00000036817","Sun1"
"ENSMUSG00000053553","NP","ENSMUSG00000053553","3110082I17Rik"
"ENSMUSG00000053581","NP","ENSMUSG00000053581","Zfand2a"
"ENSMUSG00000029560","NP","ENSMUSG00000029560","Snx8"
"ENSMUSG00000000148","NP","ENSMUSG00000000148","Brat1"
"ENSMUSG00000001847","NP","ENSMUSG00000001847","Rac1"
"ENSMUSG00000047843","NP","ENSMUSG00000047843","Bri3"
"ENSMUSG00000029640","NP","ENSMUSG00000029640","Usp12"
"ENSMUSG00000041453","NP","ENSMUSG00000041453","Rpl21"
"ENSMUSG00000029642","NP","ENSMUSG00000029642","Polr1d"
"ENSMUSG00000016128","NP","ENSMUSG00000016128","Stard13"
"ENSMUSG00000029752","NP","ENSMUSG00000029752","Asns"
"ENSMUSG00000052419","NP","ENSMUSG00000052419","Smim30"
"ENSMUSG00000007655","NP","ENSMUSG00000007655","Cav1"
"ENSMUSG00000004285","NP","ENSMUSG00000004285","Atp6v1f"
"ENSMUSG00000087380","NP","ENSMUSG00000087380","2210408F21Rik"
"ENSMUSG00000018999","NP","ENSMUSG00000018999","Slc35b4"
"ENSMUSG00000038648","NP","ENSMUSG00000038648","Creb3l2"
"ENSMUSG00000029830","NP","ENSMUSG00000029830","Svopl"
"ENSMUSG00000038507","NP","ENSMUSG00000038507","Parp12"
"ENSMUSG00000094525","NP","ENSMUSG00000094525","Trbv12-2"
"ENSMUSG00000029735","NP","ENSMUSG00000029735","Tpk1"
"ENSMUSG00000025821","NP","ENSMUSG00000025821","Zfp282"
"ENSMUSG00000038301","NP","ENSMUSG00000038301","Snx10"
"ENSMUSG00000059182","NP","ENSMUSG00000059182","Skap2"
"ENSMUSG00000098749","NP","ENSMUSG00000098749",NA
"ENSMUSG00000087626","NP","ENSMUSG00000087626","Gm15050"
"ENSMUSG00000085696","NP","ENSMUSG00000085696","Hoxaas3"
"ENSMUSG00000000942","NP","ENSMUSG00000000942","Hoxa4"
"ENSMUSG00000038253","NP","ENSMUSG00000038253","Hoxa5"
"ENSMUSG00000086040","NP","ENSMUSG00000086040","Wipf3"
"ENSMUSG00000004655","NP","ENSMUSG00000004655","Aqp1"
"ENSMUSG00000036402","NP","ENSMUSG00000036402","Gng12"
"ENSMUSG00000031668","NP","ENSMUSG00000031668","Eif2ak3"
"ENSMUSG00000052852","NP","ENSMUSG00000052852","Reep1"
"ENSMUSG00000079523","NP","ENSMUSG00000079523","Tmsb10"
"ENSMUSG00000068335","NP","ENSMUSG00000068335","Dok1"
"ENSMUSG00000030036","NP","ENSMUSG00000030036","Mogs"
"ENSMUSG00000014748","NP","ENSMUSG00000014748","Tex261"
"ENSMUSG00000034744","NP","ENSMUSG00000034744","Nagk"
"ENSMUSG00000030008","NP","ENSMUSG00000030008","Pradc1"
"ENSMUSG00000030002","NP","ENSMUSG00000030002","Dusp11"
"ENSMUSG00000072940","NP","ENSMUSG00000072940","Gm10443"
"ENSMUSG00000057278","NP","ENSMUSG00000057278","Snrpg"
"ENSMUSG00000051695","NP","ENSMUSG00000051695","Pcbp1"
"ENSMUSG00000001158","NP","ENSMUSG00000001158","Snrnp27"
"ENSMUSG00000029993","NP","ENSMUSG00000029993","Nfu1"
"ENSMUSG00000030051","NP","ENSMUSG00000030051","Aplf"
"ENSMUSG00000079477","NP","ENSMUSG00000079477","Rab7"
"ENSMUSG00000030082","NP","ENSMUSG00000030082","Sec61a1"
"ENSMUSG00000014551","NP","ENSMUSG00000014551","Mrps25"
"ENSMUSG00000035245","NP","ENSMUSG00000035245","Eogt"
"ENSMUSG00000083086","NP","ENSMUSG00000083086","Gm15531"
"ENSMUSG00000090667","NP","ENSMUSG00000090667","Mdfic2"
"ENSMUSG00000030101","NP","ENSMUSG00000030101","Sumf1"
"ENSMUSG00000030104","NP","ENSMUSG00000030104","Edem1"
"ENSMUSG00000030281","NP","ENSMUSG00000030281","Il17rc"
"ENSMUSG00000030284","NP","ENSMUSG00000030284","Creld1"
"ENSMUSG00000030286","NP","ENSMUSG00000030286","Emc3"
"ENSMUSG00000033940","NP","ENSMUSG00000033940","Brk1"
"ENSMUSG00000030123","NP","ENSMUSG00000030123","Plxnd1"
"ENSMUSG00000004988","NP","ENSMUSG00000004988","Fxyd4"
"ENSMUSG00000019210","NP","ENSMUSG00000019210","Atp6v1e1"
"ENSMUSG00000030107","NP","ENSMUSG00000030107","Usp18"
"ENSMUSG00000030142","NP","ENSMUSG00000030142","Clec4e"
"ENSMUSG00000004270","NP","ENSMUSG00000004270","Lpcat3"
"ENSMUSG00000067714","NP","ENSMUSG00000067714","Lpar5"
"ENSMUSG00000038213","NP","ENSMUSG00000038213","Tapbpl"
"ENSMUSG00000030342","NP","ENSMUSG00000030342","Cd9"
"ENSMUSG00000038077","NP","ENSMUSG00000038077","Kcna6"
"ENSMUSG00000030345","NP","ENSMUSG00000030345","Dyrk4"
"ENSMUSG00000030347","NP","ENSMUSG00000030347","D6Wsu163e"
"ENSMUSG00000037997","NP","ENSMUSG00000037997","Parp11"
"ENSMUSG00000030350","NP","ENSMUSG00000030350","Prmt8"
"ENSMUSG00000030325","NP","ENSMUSG00000030325","Klrb1c"
"ENSMUSG00000083848","NP","ENSMUSG00000083848","Gm7309"
"ENSMUSG00000030200","NP","ENSMUSG00000030200","Bcl2l14"
"ENSMUSG00000032652","NP","ENSMUSG00000032652","Crebl2"
"ENSMUSG00000003031","NP","ENSMUSG00000003031","Cdkn1b"
"ENSMUSG00000082691","NP","ENSMUSG00000082691","Dynlt1-ps1"
"ENSMUSG00000030265","NP","ENSMUSG00000030265","Kras"
"ENSMUSG00000030256","NP","ENSMUSG00000030256","Bhlhe41"
"ENSMUSG00000040234","NP","ENSMUSG00000040234","Tm7sf3"
"ENSMUSG00000030291","NP","ENSMUSG00000030291","Med21"
"ENSMUSG00000095288","NP","ENSMUSG00000095288","Gm7618"
"ENSMUSG00000039985","NP","ENSMUSG00000039985","Sinhcaf"
"ENSMUSG00000035596","NP","ENSMUSG00000035596","Mboat7"
"ENSMUSG00000035585","NP","ENSMUSG00000035585","Tsen34"
"ENSMUSG00000006333","NP","ENSMUSG00000006333","Rps9"
"ENSMUSG00000004961","NP","ENSMUSG00000004961","Syt5"
"ENSMUSG00000051550","NP","ENSMUSG00000051550","Zfp579"
"ENSMUSG00000051184","NP","ENSMUSG00000051184","Zfp524"
"ENSMUSG00000055633","NP","ENSMUSG00000055633","Zfp580"
"ENSMUSG00000044876","NP","ENSMUSG00000044876","Zfp444"
"ENSMUSG00000062116","NP","ENSMUSG00000062116","Zfp954"
"ENSMUSG00000004500","NP","ENSMUSG00000004500","Zfp324"
"ENSMUSG00000033916","NP","ENSMUSG00000033916","Chmp2a"
"ENSMUSG00000002083","NP","ENSMUSG00000002083","Bbc3"
"ENSMUSG00000040824","NP","ENSMUSG00000040824","Snrpd2"
"ENSMUSG00000030402","NP","ENSMUSG00000030402","Ppm1n"
"ENSMUSG00000030401","NP","ENSMUSG00000030401","Rtn2"
"ENSMUSG00000002043","NP","ENSMUSG00000002043","Trappc6a"
"ENSMUSG00000011267","NP","ENSMUSG00000011267","Zfp296"
"ENSMUSG00000062300","NP","ENSMUSG00000062300","Nectin2"
"ENSMUSG00000046223","NP","ENSMUSG00000046223","Plaur"
"ENSMUSG00000040952","NP","ENSMUSG00000040952","Rps19"
"ENSMUSG00000040940","NP","ENSMUSG00000040940","Arhgef1"
"ENSMUSG00000003380","NP","ENSMUSG00000003380","Rabac1"
"ENSMUSG00000005447","NP","ENSMUSG00000005447","Pafah1b3"
"ENSMUSG00000063160","NP","ENSMUSG00000063160","Numbl"
"ENSMUSG00000055200","NP","ENSMUSG00000055200","Sertad3"
"ENSMUSG00000078776","NP","ENSMUSG00000078776","Fcgbpl1"
"ENSMUSG00000037563","NP","ENSMUSG00000037563","Rps16"
"ENSMUSG00000030602","NP","ENSMUSG00000030602","Pak4"
"ENSMUSG00000045948","NP","ENSMUSG00000045948","Mrps12"
"ENSMUSG00000030592","NP","ENSMUSG00000030592","Ryr1"
"ENSMUSG00000083669","NP","ENSMUSG00000083669","Mif-ps4"
"ENSMUSG00000001794","NP","ENSMUSG00000001794","Capns1"
"ENSMUSG00000006095","NP","ENSMUSG00000006095","Tbcb"
"ENSMUSG00000019738","NP","ENSMUSG00000019738","Polr2i"
"ENSMUSG00000037020","NP","ENSMUSG00000037020","Wdr62"
"ENSMUSG00000006310","NP","ENSMUSG00000006310","Zbtb32"
"ENSMUSG00000056216","NP","ENSMUSG00000056216","Cebpg"
"ENSMUSG00000034957","NP","ENSMUSG00000034957","Cebpa"
"ENSMUSG00000038888","NP","ENSMUSG00000038888","Ctu1"
"ENSMUSG00000097178","NP","ENSMUSG00000097178","2310002F09Rik"
"ENSMUSG00000030693","NP","ENSMUSG00000030693","Klk10"
"ENSMUSG00000064023","NP","ENSMUSG00000064023","Klk8"
"ENSMUSG00000074155","NP","ENSMUSG00000074155","Klk5"
"ENSMUSG00000038539","NP","ENSMUSG00000038539","Atf5"
"ENSMUSG00000043858","NP","ENSMUSG00000043858",NA
"ENSMUSG00000002968","NP","ENSMUSG00000002968","Med25"
"ENSMUSG00000007837","NP","ENSMUSG00000007837","Prrg2"
"ENSMUSG00000003429","NP","ENSMUSG00000003429","Rps11"
"ENSMUSG00000046721","NP","ENSMUSG00000046721","Rpl14-ps1"
"ENSMUSG00000050708","NP","ENSMUSG00000050708","Ftl1"
"ENSMUSG00000003873","NP","ENSMUSG00000003873","Bax"
"ENSMUSG00000030826","NP","ENSMUSG00000030826","Bcat2"
"ENSMUSG00000044562","NP","ENSMUSG00000044562","Rasip1"
"ENSMUSG00000059070","NP","ENSMUSG00000059070","Rpl18"
"ENSMUSG00000003269","NP","ENSMUSG00000003269","Cyth2"
"ENSMUSG00000006599","NP","ENSMUSG00000006599","Gtf2h1"
"ENSMUSG00000014402","NP","ENSMUSG00000014402","Tsg101"
"ENSMUSG00000030854","NP","ENSMUSG00000030854","Ptpn5"
"ENSMUSG00000074111","NP","ENSMUSG00000074111","Mrgpra9"
"ENSMUSG00000094536","NP","ENSMUSG00000094536",NA
"ENSMUSG00000050650","NP","ENSMUSG00000050650","Mrgpra1"
"ENSMUSG00000093973","NP","ENSMUSG00000093973","Mrgpra2a"
"ENSMUSG00000096719","NP","ENSMUSG00000096719","Mrgpra2b"
"ENSMUSG00000070551","NP","ENSMUSG00000070551","Mrgprb5"
"ENSMUSG00000030471","NP","ENSMUSG00000030471","Zdhhc13"
"ENSMUSG00000039745","NP","ENSMUSG00000039745","Htatip2"
"ENSMUSG00000055409","NP","ENSMUSG00000055409","Nell1"
"ENSMUSG00000030452","NP","ENSMUSG00000030452","Nipa2"
"ENSMUSG00000052040","NP","ENSMUSG00000052040","Klf13"
"ENSMUSG00000033429","NP","ENSMUSG00000033429","Mcee"
"ENSMUSG00000039043","NP","ENSMUSG00000039043","Arpin"
"ENSMUSG00000030539","NP","ENSMUSG00000030539","Sema4b"
"ENSMUSG00000025723","NP","ENSMUSG00000025723","Nmb"
"ENSMUSG00000025724","NP","ENSMUSG00000025724","Sec11a"
"ENSMUSG00000097277","NP","ENSMUSG00000097277","2900076A07Rik"
"ENSMUSG00000038663","NP","ENSMUSG00000038663","Fsd2"
"ENSMUSG00000025813","NP","ENSMUSG00000025813","Homer2"
"ENSMUSG00000038646","NP","ENSMUSG00000038646","Ramac"
"ENSMUSG00000025102","NP","ENSMUSG00000025102","3110040N11Rik"
"ENSMUSG00000025105","NP","ENSMUSG00000025105","Bnc1"
"ENSMUSG00000070462","NP","ENSMUSG00000070462","Tlnrd1"
"ENSMUSG00000097789","NP","ENSMUSG00000097789","Ctxnd1"
"ENSMUSG00000030630","NP","ENSMUSG00000030630","Fah"
"ENSMUSG00000085236","NP","ENSMUSG00000085236","2610206C17Rik"
"ENSMUSG00000030562","NP","ENSMUSG00000030562","Nox4"
"ENSMUSG00000030619","NP","ENSMUSG00000030619","Eed"
"ENSMUSG00000087412","NP","ENSMUSG00000087412","Gm15501"
"ENSMUSG00000035314","NP","ENSMUSG00000035314","Gdpd5"
"ENSMUSG00000030744","NP","ENSMUSG00000030744","Rps3"
"ENSMUSG00000032812","NP","ENSMUSG00000032812","Arap1"
"ENSMUSG00000073982","NP","ENSMUSG00000073982","Rhog"
"ENSMUSG00000037060","NP","ENSMUSG00000037060","Cavin3"
"ENSMUSG00000062542","NP","ENSMUSG00000062542","Syt9"
"ENSMUSG00000005686","NP","ENSMUSG00000005686","Ampd3"
"ENSMUSG00000030772","NP","ENSMUSG00000030772","Dkk3"
"ENSMUSG00000030666","NP","ENSMUSG00000030666","Calcb"
"ENSMUSG00000030663","NP","ENSMUSG00000030663","1110004F10Rik"
"ENSMUSG00000008683","NP","ENSMUSG00000008683","Rps15a"
"ENSMUSG00000033917","NP","ENSMUSG00000033917","Gde1"
"ENSMUSG00000030917","NP","ENSMUSG00000030917","Ldaf1"
"ENSMUSG00000030905","NP","ENSMUSG00000030905","Crym"
"ENSMUSG00000030880","NP","ENSMUSG00000030880","Polr3e"
"ENSMUSG00000034990","NP","ENSMUSG00000034990","Otoa"
"ENSMUSG00000030872","NP","ENSMUSG00000030872","Gga2"
"ENSMUSG00000030868","NP","ENSMUSG00000030868","Dctn5"
"ENSMUSG00000030769","NP","ENSMUSG00000030769","Slc5a11"
"ENSMUSG00000030766","NP","ENSMUSG00000030766","Arhgap17"
"ENSMUSG00000030763","NP","ENSMUSG00000030763","Lcmt1"
"ENSMUSG00000030750","NP","ENSMUSG00000030750","Nsmce1"
"ENSMUSG00000030748","NP","ENSMUSG00000030748","Il4ra"
"ENSMUSG00000042759","NP","ENSMUSG00000042759","Apobr"
"ENSMUSG00000030717","NP","ENSMUSG00000030717","Nupr1"
"ENSMUSG00000063065","NP","ENSMUSG00000063065","Mapk3"
"ENSMUSG00000042675","NP","ENSMUSG00000042675","Ypel3"
"ENSMUSG00000060538","NP","ENSMUSG00000060538","Tmem219"
"ENSMUSG00000030682","NP","ENSMUSG00000030682","Cdipt"
"ENSMUSG00000030681","NP","ENSMUSG00000030681","Mvp"
"ENSMUSG00000042423","NP","ENSMUSG00000042423","Fbrs"
"ENSMUSG00000043964","NP","ENSMUSG00000043964","Orai3"
"ENSMUSG00000096145","NP","ENSMUSG00000096145","Vkorc1"
"ENSMUSG00000030844","NP","ENSMUSG00000030844","Rgs10"
"ENSMUSG00000084964","NP","ENSMUSG00000084964","Gm15503"
"ENSMUSG00000040331","NP","ENSMUSG00000040331","Nsmce4a"
"ENSMUSG00000030861","NP","ENSMUSG00000030861","Acadsb"
"ENSMUSG00000066979","NP","ENSMUSG00000066979","Bub3"
"ENSMUSG00000030979","NP","ENSMUSG00000030979","Uros"
"ENSMUSG00000025477","NP","ENSMUSG00000025477","Inpp5a"
"ENSMUSG00000025473","NP","ENSMUSG00000025473","Adam8"
"ENSMUSG00000025470","NP","ENSMUSG00000025470","Zfp511"
"ENSMUSG00000045733","NP","ENSMUSG00000045733","Sprn"
"ENSMUSG00000025485","NP","ENSMUSG00000025485","Ric8a"
"ENSMUSG00000038650","NP","ENSMUSG00000038650","Rnh1"
"ENSMUSG00000038637","NP","ENSMUSG00000038637","Lrrc56"
"ENSMUSG00000025505","NP","ENSMUSG00000025505","Tmem80"
"ENSMUSG00000025503","NP","ENSMUSG00000025503","Taldo1"
"ENSMUSG00000051007","NP","ENSMUSG00000051007","Gatd1"
"ENSMUSG00000025508","NP","ENSMUSG00000025508","Rplp2"
"ENSMUSG00000002957","NP","ENSMUSG00000002957","Ap2a2"
"ENSMUSG00000025139","NP","ENSMUSG00000025139","Tollip"
"ENSMUSG00000037772","NP","ENSMUSG00000037772","Mrpl23"
"ENSMUSG00000031078","NP","ENSMUSG00000031078","Cttn"
"ENSMUSG00000048677","NP","ENSMUSG00000048677","Tpcn2"
"ENSMUSG00000051207","NP","ENSMUSG00000051207","Mrgprd"
"ENSMUSG00000078348","NP","ENSMUSG00000078348","Sf3b5"
"ENSMUSG00000071532","NP","ENSMUSG00000071532","Gm10335"
"ENSMUSG00000019868","NP","ENSMUSG00000019868","Vta1"
"ENSMUSG00000019850","NP","ENSMUSG00000019850","Tnfaip3"
"ENSMUSG00000069682","NP","ENSMUSG00000069682","Gm10275"
"ENSMUSG00000047514","NP","ENSMUSG00000047514","Tspyl1"
"ENSMUSG00000087014","NP","ENSMUSG00000087014","Gm16364"
"ENSMUSG00000038510","NP","ENSMUSG00000038510","Rpf2"
"ENSMUSG00000075232","NP","ENSMUSG00000075232","Amd1"
"ENSMUSG00000078451","NP","ENSMUSG00000078451","Ppil6"
"ENSMUSG00000038332","NP","ENSMUSG00000038332","Sesn1"
"ENSMUSG00000071324","NP","ENSMUSG00000071324","Armc2"
"ENSMUSG00000019804","NP","ENSMUSG00000019804","Snx3"
"ENSMUSG00000038280","NP","ENSMUSG00000038280","Ostm1"
"ENSMUSG00000075184","NP","ENSMUSG00000075184","F930017D23Rik"
"ENSMUSG00000019863","NP","ENSMUSG00000019863","Qrsl1"
