"","Ox_f_T_Slot2-16_1_3811","Ox_m_T1_Slot2-13_1_3813","Ox_m_T2_Slot2-14_1_3820","Ox_m_T3_Slot2-15_1_3816"
"Ehbp1",41025.196603718,42203.7719174249,38337.3673098164,39212.9704724055
"Mark2",11784.4975920842,10721.0902733382,12460.6170665055,11426.5295380564
"Hexim1",16707.593480868,16496.5320381168,22467.4303756957,NA
"Lpcat4",7185.9817054123,13251.4735714664,6012.10923129544,9093.40583921138
"Hmox2",102036.752609776,109102.179893422,109756.944278063,95176.4531200861
"Prrc2a",189387.214685887,200117.231387946,184138.297490496,165851.312559634
"Myl6b",9225.54,7481.81,11360.2,10059.6
"Prune2",262080.441895259,310694.78210566,329994.321844835,298958.561613495
"Chordc1",29823.2090677271,31952.6208640423,31043.7384895332,32466.1347361009
"Dgkz",83459.9352715958,72248.9500708771,84777.2077142665,80784.5399973336
"Cadps",282199.700668969,339898.219930262,353396.011519626,369550.072731573
"Ccdc6",39256.0354085879,44443.7489672419,39241.1533690368,44384.5903016751
"Dcp1a",22327.8270729911,17356.1971393423,17829.4714073096,19210.5447141827
"Elp1",18144.4487042181,21022.3234852799,18368.9434232836,15905.6725271607
"Xab2",25974.0222642833,24313.3955546839,25834.4563520558,24759.9973354402
"Hspa4",167344.332150321,162360.932259542,168605.790489908,149082.707522857
"Plekhm3",4779.73,13157.5,16083,NA
"Wdr44",91281.6825000119,86173.251691449,94668.4311983888,97315.8951286852
"Commd10",27559.2605275545,27356.5354674354,25402.5698958156,25090.4671951061
"Ankrd17",73239.7402457298,71166.8392456924,70087.4897355649,72234.8896136677
"Cds2",72466.8542267385,52494.149818047,57600.6956231768,68742.0698371134
"Epb41l1",37131.52810355,43031.9062465448,40152.7204634461,41160.227558376
"Nudc",172579.110459969,177732.853535991,188688.274372584,191843.324305762
"Fam114a2",113973.099348542,128803.445091302,124907.141464724,115469.671704372
"Usp47",17778.9805280481,16123.5738530151,16936.5659175394,16894.4519581129
"Git1",26006.5521009993,29031.794564187,25397.2130442988,28848.5458574553
"Get4",11251.3,5778.89,7673.49,9892.18000000001
"Tdrd3",51905.6720088967,50638.5971074436,51411.3275942818,63215.9042862205
"Clip3",98603.512116703,102023.598846294,100323.30204974,110636.677876623
"Prrc2c",172008.350702079,173191.873445628,169702.054893559,176295.096071577
"Bzw1",21151.7106508445,26491.6493774653,23352.5878104588,25454.5952470006
"Ncbp3",13461.1883040538,14463.0617252619,11942.4564328604,15071.1692788065
"Gars1",18386.7873820407,25345.7722258658,20783.1701500948,27134.5925979338
"Nup98",19086.3484894862,19024.9610922462,21485.9484144898,20498.0679646495
"Kcnab2",37576.6821679067,59933.388186682,65730.77428504,66142.3847569653
"Camk1d",29981.5972553561,29660.9529094251,39307.3162454679,33297.1274417539
"Paics",16855.2758573664,23683.1041210007,23920.6583127871,26843.5852808863
"Ocrl",34461.466885545,32389.6909689345,32585.9301972967,34628.3415042214
"Tardbp",1220870.42283855,1266615.36672829,1396564.69255293,1204951.64539197
"Pcbp3",535358.563896287,517707.561485978,517294.537031974,548309.678965674
"Pcbp1;Pcbp2",273822,216645,249911,200375
"Ipo7",89127.9222586792,82091.5483241603,90025.0585466485,91552.1041956378
"Rap1gap2",67936.4024446854,70526.7768018339,71462.9282359132,70811.8854973751
"Rdh14",11295.9768621164,11343.9714988699,11347.2399274407,10876.5691554475
"Spag9",272311.069744905,269079.914248116,299927.118311602,269943.46554848
"Ppp1r13l",21270.7582920463,25810.7287912199,28384.6751229444,23960.1295818169
"Syt6",83451.9726380227,100598.703716693,100599.291707323,107647.728383472
"Acly",36877.9418695517,38758.7180719686,38184.2815377919,38324.1570786637
"Vcp",237485.224601814,260627.732202244,269109.833595796,249086.027613572
"Ece1",21794.0056701947,19418.1083579979,18454.8207597054,19907.244582028
"Pick1",67508.8272130227,59989.3452255491,62319.3412030935,54301.2396349106
"Ppcdc",15903.9270479388,17214.2054969947,16399.5158135981,14400.4063822928
"Adsl",60838.3568446488,50786.5204502821,57400.4580796221,46120.5992185487
"Ermp1",134905.88961956,156158.199516956,164885.080658604,154434.751874979
"Mbd2",18660.8811359433,15755.1722823734,15919.8612563404,17860.3052288515
"FAM120A",104836.103478941,120025.274448761,127346.883334638,127890.648199376
"Rragc;Rragd",110856.092204757,86873.046281229,100044.038440439,78165.7391868245
"Rpl34",41343.312782306,34027.0414838076,34903.3664233639,31377.5064559777
"Vcpip1",47216.4316745632,38623.1203634797,40949.2873356391,37691.630345012
"Champ1",NA,26457.427491961,16826.3353837075,25702.291638236
"Mia2",9402.07307902563,9293.11848176911,10598.3522843948,8767.91468590676
"Vps13b",12584.8999999295,NA,7422.41999995842,7930.40999995559
"Mbd3",10710.8,9220.13,11674.9,9748.19000000001
"Jund",22376.3484588805,21687.1867674913,24354.1920251501,23402.4485779942
"Armc6",12704.9488516244,13690.6568403047,15672.4051951423,16394.080022397
"G3bp2",195497.960371364,167094.560046,201326.602895168,197985.769616237
"Numb;Numbl",14898.4739772793,14737.0999998761,21841.2313154528,20628.1036281703
"Clasp2",83743.3389720845,87506.9360657927,85107.1199036029,79627.9004298051
"Haghl",24870.075176073,25848.2973406091,25480.8638509688,26473.5177596243
"RtcA",NA,NA,NA,5255.05
"Tuba4a",1999902.83884967,2710721.79639961,2942217.24967713,2757173.52040695
"Tmem79",47040.894266248,42335.4536115226,40342.9250656282,37431.5950198295
"Arap1",32301.2351909511,32779.8687395553,24915.1031123793,26417.0472230427
"Alg13",11351.9806571698,12316.8875385255,10973.5353228485,10429.5871517529
"Cltb",87093.2605820454,90284.5394214212,96790.4091166013,96618.7834662511
"Syngr3",550834.158207391,427708.298527966,478093.931341409,364562.882423185
"Pcnp",353812.055379507,393692.350790846,482056.613585808,402030.611837613
"Srp54",344903.445759227,386070.367104277,387127.654947228,406042.841763632
"Numbl",101502.377909644,121147.674103375,128279.43378792,133313.833773447
"Cenpv",9458.36640638312,10676.9448271397,10232.3590451354,9930.47040088507
"Rplp0",143916.08268592,145293.537051215,142247.739295206,139557.241227462
"Tnks1bp1",78052.0938890764,81924.5917214852,81810.5750935252,78395.5068239189
"Srpra",82013.6930799703,97096.0454733074,93511.617772573,88620.3095982295
"Camk2a;Camk2b;Camk2d;Camk2g",250788.412701711,346215.601804363,300189.863776144,374737.942429717
"Wars1",27372.6195791693,27094.0021257622,27997.2195099692,28376.0023058552
"Cdc42ep4",24209.4253326947,26639.7667767952,24035.4041270975,21418.8317174479
"Pja2",24408.7192335737,27909.002678437,26858.4676828284,25790.8335519835
"Jup",27219.9802215538,20851.0721037678,18894.1466637223,20241.232772851
"Hdgfl3",24618.0950288156,25795.8056059935,17690.6447387738,15565.2669772399
"Gtf2b",21789.059304467,21341.6576339433,20778.707032779,22733.3644141378
"Lysmd2",25129.7436374147,25752.3118011661,25187.0746693037,19460.4194273988
"Pcca",113112.942243797,134375.071925376,135230.397231058,148255.360403144
"Hdgf",128587.222180468,124095.631388087,129834.058661388,115650.859644493
"Stam",118551.201615529,108533.401551757,118617.199731813,98243.1449174338
"Pdcl",72226.5267008023,80183.0974783713,95637.8130223575,70180.5812219567
"Sorbs1",85102.0302213195,89991.2647350622,91439.8192006219,95805.5370901099
"Ecpas",44510.5510046073,42523.1227829314,33299.6812016608,49582.5478030888
"Nono",338621.072655409,349831.154458973,346736.503977499,366151.144785829
"Acta1;Acta2;Actb;Actc1;Actg1;Actg2",256906.586781904,198390.828143956,205240.332155766,210309.159999276
"Mon2",27836.253359404,27488.9415226266,26412.07906143,30659.7079773725
"Mtcl1",27459.6195107957,30677.4894946966,31489.3837821992,31263.4578358596
"Son",86361.9724675574,93364.2798073266,97283.9491454827,93414.2107707534
"Irgq",213865.783033796,242791.687829673,231607.352355839,251021.96363455
"Riok3",18899.9598671363,20747.9613476644,18268.5150606963,18605.1136838724
"Tmcc2",14753.5410059497,12747.7464948168,15748.621843492,10683.2317045636
"Tspyl1",20028.7248332587,21325.76585532,22732.2737710521,22868.2049800391
"Vps33b",15401.6794640976,11203.2711989729,10610.286020757,13252.2673887713
"Mtch1",68679.8510001104,54536.2157008958,53506.4661875157,48292.3491666089
"H2ac11;H2ac12;H2ac13;H2ac15;H2ac20;H2ac4;H2ac6;H2ac7;H2ac8;H2aj;H2aw;H2az1;H2az2;Hist1h2af;Hist1h2an;Hist1h2ao;Hist1h2ap;Hist2h2aa1",230687,175923,191347,135759
"Rpl7",442215.26510041,335634.272212165,391735.487016914,341275.998033948
"Rpl22",44497.2870671046,53308.5960571456,39823.0453689084,40404.2813685383
"Tnk2",9715.00862809254,7430.88049743616,7726.14848229288,7403.02585464051
"Fxr2",102900.832998332,99032.559225126,110557.421480683,109152.764056335
"Ppp1r18",22258.9125210731,27002.7474076844,23742.0667259657,27028.587589522
"Phactr1",7787.43,13267.7,11221.2,9571.79
"Nipsnap1",16281,13242.4,10838.5,13588.9
"Cpsf6",97146.2736388789,120572.384903235,117442.989301277,122471.34631334
"Eif4h",119440.034512961,123825.075499383,107719.663953766,109864.715743506
"Atl1",121691.123931913,136260.073708036,150428.173225816,141922.345196211
"Nav1",65553.134837006,56946.2037014763,57041.196954754,62224.5545445463
"Cnn3",387827.310613449,410062.053419014,487868.188794542,450140.467144351
"Tgs1",37322.830493794,38503.5079092635,36854.9634700086,37168.0195789409
"Osbpl3;Osbpl6",8446.01,NA,NA,22082.3
"Stt3b",10802.2576963875,13989.3768192085,12366.3975966688,12451.9532636448
"Syt4",21250.1936801502,19253.7914466988,17296.8984290704,20088.9063935631
"Sugp1",15501.9669645261,17139.7269722676,15454.634996989,18270.4126157774
"Fmnl1",22113.028272644,22230.2204335585,24328.471497207,22099.0492922554
"Plekha2",5487.6,9832.9,11924.2,8990.65000000001
"Ttc9c",34544.5408876097,33728.4922162471,48470.3983631037,39577.9610700294
"Macroh2a1",44106.8736800778,35299.400967737,34934.4036853153,37535.0494468468
"Synj1",102310.939320588,110115.963898246,107870.373485207,101420.989237716
"Birc6",38962.6778499884,45535.2965742328,43479.5633986459,43754.2561076654
"Rpl7a",333684.817234193,308576.155211311,332249.007281468,288700.664184356
"Ppp3ca;Ppp3cb;Ppp3cc",272590.562120805,495210.886827732,545617.797031543,406898.277183333
"Cct8",750732.907322166,796893.111732987,853344.824195461,882176.472935513
"FAM120A;Fam120c",14456.4,23158.7,NA,22713
"Csde1",97324.2596528203,114015.328763204,134296.427860351,117628.215191346
"Zc2hc1a",197338.027693707,216028.720062823,209502.930821611,220336.293440352
"Atp5f1b",352064.248548603,356365.990175363,360557.673669532,386226.668620199
"Ptpn12",62195.7118067334,59341.0624961943,56161.0322677433,51384.2205589371
"Slc35a2",31331.7999997335,22631.3459744641,18069.7455185667,18004.3626674077
"Aifm1",6316.82936310935,6404.96471436348,6245.66648928447,7495.75999994264
"Rabep1",34609.729927242,33178.8501543518,34418.1258344364,31669.4493476306
"Pfkm",40909.6294670125,44593.2132178713,45932.7911311945,54298.9230367054
"St13",41997.3215399582,41945.897688721,35587.9822134435,43195.3976143146
"Rtn1",860918.236966748,1011948.81115791,1040585.37272895,972230.865946282
"Tomm70",15200.6573220958,21240.7630236916,17789.1939748508,17738.3324362665
"Atp7a",19985.8194908084,19245.0564717203,19164.1639839897,21101.6363187921
"Flywch2",6383.41675678732,6272.42697374092,6291.63767101942,7190.04997845763
"Safb",51104.5137316565,57886.5808958654,47362.7175132638,48014.8973418591
"Dst",26380.5425912362,29279.5269840815,24466.1910540715,30901.4418232711
"Stmn1",274463.887485685,323057.201022258,292080.041397886,274328.316866744
"Mtmr6",121548.998882363,138310.413325751,137560.173490632,127955.193209354
"Las1l",64214.9544250938,63736.1145267268,59504.1132498533,62603.1792642655
"Fgfr1op2",NA,NA,9811.78,NA
"Nmt1",719491.782506522,605956.484354814,633595.910672655,562225.052836509
"Rmdn3",23333.9651801059,13664.9553453776,15705.9054117092,17463.064711473
"Fh",22298.4887788613,18378.9936769215,19336.8212742011,17229.8346884471
"Stx1b",17426.7566492068,17040.281563635,10598.7767374954,11335.999999907
"Reep5",797276.232044708,828390.509771749,866805.064601308,587095.795415111
"Coro1b",25758.546573616,23774.9050185027,23915.4554530023,25965.8058802345
"Coro1c",97671.6796906661,101524.422227362,90104.1909278927,101141.332245939
"Gabarapl2",21488.2671616798,20948.3451457395,21161.0158500614,21958.4672386097
"Ctsd",39747.0166816186,36384.0458007121,30357.8598752253,27654.3300140593
"Mink1",62125.2709039604,59747.0151622399,62253.6879885493,52680.4804299476
"Lpin1",59831.0199418833,56558.9808604757,57401.1865608408,54504.8682940157
"Pfkl;Pfkp",23060.1,31681.1,30002.3,40571.9
"Tbc1d10a",13172.9895687722,13474.5481654657,14520.4141631727,16203.9953812933
"Macf1",24350.4030197168,26150.1589376071,24219.8737224097,27020.7766538594
"Eef1g",105873.305772708,104425.279026182,103757.668116761,94458.5692496312
"Tars1;Tars3",122079,125592,137434,87350.2999999999
"Copz1",1530447.14468033,1578485.09395711,1614303.1761478,1436182.3888619
"Aimp1",72624.3645050817,87906.5671347967,84249.8530602607,91978.4506920048
"Exosc5",76354.8442104679,92430.6399923096,96804.4907754969,81927.1005576839
"Tubb2a;Tubb3;Tubb5",563423.233141278,541249.25931866,571985.497558344,636243.264682873
"Ctnna2",18727.2593604253,20140.773107375,21010.4199767535,22190.9079080436
"Qars1",205124.562721178,226716.809307021,237244.687012841,262520.717643066
"Rufy2",317493.873272674,301573.931737782,362392.939114354,294212.378515774
"Vps39",10615.5784419712,9009.18726423552,8237.58881965512,11359.1662683631
"Arhgap1",522687.688315517,517323.30457502,482721.790073021,405443.624410897
"Dock5",36767.4466154847,33636.8851872304,32649.1444077436,37245.9551473276
"Khsrp",50972.3440740466,54637.5190698508,58646.1229354878,58766.1368523651
"Larp4",66597.8803331666,61688.5284185962,67445.8695980999,63425.3807333187
"Elavl3",118833.697651442,146228.828750557,138610.188283908,139466.272671745
"Elavl2;Elavl4",213997.892231846,319253.869760601,302303.981325063,305029.642651053
"Hip1",7430.98784900609,12364.5593119412,6981.42508345409,5881.94440071588
"Efl1",53237.6087270353,42959.8129103645,40782.2306111463,38730.3675653903
"Ppid",207415.484281514,226074.196524767,257686.509314123,204378.538154144
"Reps1",53266.9223223235,55865.5112718832,55998.0173008475,52925.3109166131
"Cnot4",22917.3070660548,23533.4447487993,20512.6271326421,20820.4883044049
"Tollip",13584.9744702388,11647.7497792332,9748.83111363549,13340.8176323815
"Ankrd13a",19925.2049342331,12865.9999998908,18922.0692959046,16562.9114150499
"Psmd3",66165.2523506173,64217.7660051797,66339.7520908755,61060.2967344038
"Ttc1",385741.746425477,433759.931237265,450006.01988028,301242.169553203
"Ica1l",17596.7,10255.1,12248.7,NA
"Ica1",53984.1387174148,50442.8716199812,50920.8733517925,52643.9679126109
"Zc3h14",25257.1860999668,18983.9498637972,21878.3585554921,22619.6646629161
"Wipf3",112731.70601005,118051.970005405,109628.403150087,102924.092963621
"Myo5a",12477.6023365898,14740.3246564226,9458.82234906282,14113.0920754201
"Timm44",22040.3535817697,29330.1163311612,25226.7500673536,29665.2543941054
"Arfgap2",37466.6693097623,36701.7191001161,34757.7928216813,38699.7053307885
"Cpsf7",60100.0315098025,59654.5515004551,59221.8215370089,51988.1250123131
"Rbm26",31622.7187532669,22314.6775987057,21424.0006136249,26804.1274621505
"Pdcl3",35990.9911609538,38323.0426207383,34100.0216522458,30302.0815290849
"Ythdf3",50788.8535078151,56439.3382745946,57979.3836626997,49138.7104870142
"Rabgef1",41716.5388414274,47766.8222499984,46878.2144708524,41546.8317111616
"Rpl24",854024.774474087,710579.464463539,706106.45423858,565187.579309968
"Pcbp2",343749.152049054,348507.435687847,329983.403418583,373001.65750684
"Pcbp1",395444.090289452,413200.864819443,438183.547521551,446815.77893536
"Trpv1",128053.854587441,144596.335219931,149055.574459721,116624.69877817
"Zzef1",22347.0966897729,20937.9546385781,20062.6986298134,24201.5051787959
"Dnajc6",83672.2963775121,78084.7818100773,82618.896729761,72549.7171319315
"Fhl1",96716.6758530505,126326.832125907,153201.489535499,128906.100120959
"Rpsa",715300.48707863,623614.447469895,655388.3914037,596963.288954195
"Copg2",51202.9214252289,43531.8201714183,46607.2161127774,52421.0076114261
"Kif3b",95080.3470736622,100019.507506954,109235.5508501,101914.054910653
"Tcerg1",47845.7778919407,42216.3229093811,40297.0268201883,44307.8435214868
"Psmd12",14856.310771529,16125.5063412477,15933.1042607341,15091.9989176494
"H1-4",2326924.15024805,4511775.42992667,4052914.29421086,2249418.339843
"Arpc5",108232.382766032,92139.5861544139,113622.119872701,97950.6004946709
"Ppip5k2",19289.2093634254,20411.8757137514,18870.888826801,19002.0415820405
"Ppip5k1",18800.3849333408,19925.5386999755,17240.836679524,20360.3363056843
"Erp44",10444,13486.8,13722.9,15753.9
"Dync1i1",84320.0950754593,81690.7725988828,98075.3004271972,88600.2067921314
"Rheb",416427.924776729,485362.737274494,548635.03517223,454615.034246414
"Taldo1",227813.189941334,186041.276408919,206083.979759193,163557.946584178
"Scfd2",82193.8602262582,88423.3904066889,87319.124620037,84054.4560301285
"Puf60",39813.7554407733,35564.4261704911,31738.8596797028,40171.0433191809
"Arhgef40",13635.7854779851,20266.7598470218,17205.0139957587,17430.4574611014
