"","V_m_T1_Slot2-9_1_3817","V_m_T2_Slot2-10_1_3814","V_m_T3_Slot2-11_1_3810","V_f_T_Slot2-12_1_3819"
"Mical1",37465.6992805402,40141.4676913035,41070.8528396056,38743.6865352594
"Wdr7",52553.4795249408,49453.9252149115,45864.1059445438,49975.2254106107
"Enah",167219.788876752,163502.813706056,158350.025081906,142676.152294125
"Atp1a1;Atp1a2;Atp1a3",96655.4555788816,102203.406896433,85987.6116943795,93375.8025307668
"Eno1;Eno2;Eno3",33458.5,48752.3,33199.8,NA
"Ncl",312947.063051315,323650.867047885,279411.77057997,335907.2107948
"Tln2",66528.0905208163,63249.037207935,63498.7671612953,63044.9435358669
"Frmd4a",35935.5865389004,39118.3891924247,38978.7012423694,45747.2606898271
"Rpp30",22459.162036676,21667.4549885086,16031.2540567775,22543.3812374066
"Add1",224288.416061007,238125.657089496,200204.766254748,214585.637126029
"Nacad",824486.000682317,848729.353272806,744732.083807287,826931.695418329
"Ykt6",75877.2681940263,79149.7406746943,77451.3732718618,72924.9424891257
"Slc25a5",89594.7830332763,98323.6968510891,90856.3861906314,72734.6231860039
"Ccar2",79589.0732816463,81222.5614620761,77867.3387647582,80607.5674530171
"Rars1",74896.5885061584,77117.9730218427,71334.563597878,80547.7132893892
"Elapor2",45805.7003077066,44334.1699104418,51318.5444586804,44698.3957059622
"Rundc3a",129609.886908182,142781.264692706,134088.135354582,110158.317409614
"Gigyf2",53786.3325330336,56555.3484168208,52326.9183900363,61461.3003515598
"Exoc8",43443.9549576138,43883.7211365641,41934.8668587818,42752.0872192921
"Arfgef1",75604.8767779029,80629.1709788513,77788.3327564581,78332.965108795
"Lasp1",351520.809232692,327318.947124159,311990.232054926,275816.403658169
"Vars1",283140.017629007,297381.5035874,264015.704184852,315956.818487571
"Rbm17",97561.0857837593,100870.531702952,97878.1672803197,94677.8111872949
"Vwa5a",1006198.52722288,1028106.75942419,923108.243663587,808027.361918705
"Nudt2",15710.7999228669,17915.231856638,12239.0104031274,12269.3143552017
"Vat1",28651.4203433101,28365.3494825045,33637.5196532387,32674.1156426336
"Vat1l",109350.248761899,126546.226767726,93877.4420975674,109439.572828134
"Uba6",81862.9252040865,89301.0869576693,80473.5424419346,82948.390912324
"Cbwd1",75575.4026847811,69325.585068566,92896.609526367,71532.5514253226
"Rps3a",1084810.73751357,1157899.67968023,998545.522825068,1232496.59595542
"Ktn1",206572.634044002,218827.544787278,198093.088707799,185302.136140171
"Atp1a1;Atp1a2",27097.2326754523,26428.053715834,15225.6361737193,20574.3611752655
"Dync1i2",174602.472482327,169029.152024467,182152.020125163,189154.46249204
"Ncbp2",45729.127104509,49441.8841028304,50324.0242037306,46897.5569416497
"Anxa5",98309.3810515283,110831.298760902,96053.0166028352,118746.475119716
"Atg3",11635.8324909037,13245.742152196,20559.2245771064,14502.3293270205
"Vamp1",42820.0942832605,43120.2742826046,49828.809326138,33099.9793177166
"Vamp2",68160.0137560361,62093.327278984,56597.4531497284,59412.1466642353
"Gorasp2",269020.332452605,310282.285100737,278934.755982669,370832.291045818
"Ahsa1",224283.319086629,226036.952445929,211811.288784727,219757.126766516
"Ap1g1",13834.8354313904,15733.2721292764,NA,16601.3125836685
"Akap12",878202.189819877,940236.655093578,849113.125193426,885360.978207663
"Septin5",124753.333532518,144731.832077681,120984.157849082,122292.471666801
"Wbp11",75888.7957622707,82315.0364557555,86217.6550857977,76878.3999992591
"Cog4",83205.2396823082,76269.8506463664,89733.0128555225,106831.43676409
"Map2k6",11836.1,NA,NA,NA
"Sart1",33073.8706792062,29222.8597644043,35029.7337367923,31588.0580014067
"Eif3g",658671.035252769,692844.703312807,752301.54017634,678554.872538738
"Elob",20695.243349625,21871.5194309891,21672.9017142159,17725.7707014056
"Dars1",44006.7575726147,42255.3720629548,45875.6132467531,57209.0156924219
"Pc",301252.300522939,298444.404854833,286876.952095939,263206.282636138
"Prdx1",127832.162222963,119403.702305402,141253.173441161,153148.795617645
"Cux1",33774.8549362738,34662.6215224118,31692.7524763444,30246.8518826617
"Bin1",131041.182127956,131401.506871456,137395.405173608,131810.681652681
"Palm",129949.737436602,130128.04903532,133497.529458229,143291.381063281
"Myh9",305586.991247899,328923.207430693,292728.90718401,321571.101178938
"Mios",16018.8934082764,19781.0316803388,16777.9080605275,19880.3445711772
"Fkbp8",84576.9986951071,90214.3218003992,72938.0031828811,74963.2923426303
"Tanc1",175937.158400915,170275.320221243,178703.592004719,167001.714755926
"Syncrip",271634.39466671,323007.619777773,262534.196855544,304580.512352688
"Rps8",71119.1640465791,84032.021207074,83664.6467968249,95690.4465039049
"Map6",657929.637417994,692928.973372676,642924.858061739,629938.359306572
"Otud4",53702.3036055133,56790.1077444371,53095.8137999083,48568.5730367432
"Snx7",24742.3531301758,28952.0078891111,25409.7309246268,26054.1593943921
"Golga4",71892.0831751001,73898.2636747011,74082.756220672,69438.58200498
"Tm9sf2",13228.2,15328.7,NA,18022.1
"Hnrnpm",150798.157228133,140352.010287113,141803.188630786,161321.026759175
"Paip1",38915.1382030214,41265.5923710297,37003.6609844487,42092.5101940516
"Mpdz",10758.4437337933,11173.0539922037,11284.0447160049,14725.4956738016
"Cycs",58186.5447546597,59876.2153950373,58297.1546130153,46222.0999995664
"Hsp90aa1;Hsp90ab1",136236.926242838,153340.386964464,144310.694173972,171215.798730581
"Efhd2",665044.953356631,753907.262949679,661898.920437036,562171.51215003
"D17h6s53e",14241.2,7566.04000000001,14454.8,NA
"Pacs1",41955.5652375183,30411.7913514751,34395.6945104192,40383.5140140888
"Cdc42ep4",39665.973557353,42763.8713764733,44702.3771101696,38694.9756977451
"Ankrd52",53941.9883961329,48275.7032276352,58484.8085859644,53065.3070015505
"Tars1",331733.516024597,349689.1289712,354427.393063729,318822.576440409
"Isyna1",27521.6221496078,25410.8904953867,30754.2211776805,32588.8519506667
"Stk24",36311.476947653,37858.8926149749,34029.2770134588,40027.4480301775
"Ilf3",62724.1974775703,65336.5896301797,58072.7042862104,63149.5440466287
"Napa",16224.2868895727,NA,18196.5073531012,17483.6043068126
"Ccdc93",31005.4584999658,33298.7316828262,32801.3230706086,36673.4859117107
"Rps6ka1;Rps6ka3",57464.2045762049,51777.6339679802,56530.9966218482,52203.747119261
"Cend1",4647571.16428277,4403402.25710411,4726356.08774862,4280454.45417469
"Samhd1",72234.469686337,74058.4962997537,77019.8749361072,78477.5082764315
"Map2",738520.684104324,829905.703600274,738851.587009452,561840.047321772
"Ehd1;Ehd3",47784.9783544098,52625.736929687,44704.095032973,49484.5453192171
"Snap25",621998.943035927,652829.07963973,588169.4347034,602953.538268916
"Prph",5581000.97697023,5933018.58204572,5556260.65467269,5385576.6925921
"Bsdc1",49613.7859044423,53410.4864709738,50013.9141702654,47649.2411470938
"Gprin1",54789.8133125204,53631.8273697734,52839.8357196997,56737.1072861065
"Srgap1",55932.1654267598,61691.4391774212,65023.8366412609,57469.6520082255
"Cmtr1",18689.9848035254,20175.0391531814,19475.7710168977,16625.1530568615
"Tbc1d9b",28781.2360022541,27252.9405785768,30774.5919354795,26858.1963700952
"Lnpk",288987.494754181,328155.083597797,363796.494641798,309839.296803594
"Upf1",276274.006109659,304468.791657782,260817.106393923,235686.185881303
"Maged1",89922.385483764,89558.3017395811,83836.0273328567,87859.4802922441
"Usp15",36388.4098964887,36792.8134238068,37182.4727527587,33351.2872205884
"Septin7",69528.7846324835,92959.8956131527,72196.6555235463,71735.3881856568
"Septin4",54130.6636508981,59649.4127271974,56612.3433663302,68143.0134142353
"Septin3",59557.7376095524,56181.3813506066,63588.7887651272,65124.0239869333
"Erh",61863.4926811552,29285.067119348,90778.0251707742,52921.8999994828
"Nufip2",146473.656024078,153427.513409948,132647.794625568,137623.986001702
"Wfs1",36120.3392666045,36338.1935723294,42284.6888374677,35415.8952445144
"Trim28",140700.336870583,149999.420056154,141157.503517525,152994.277645018
"Sptan1",131563.353089605,144356.07432066,131236.814601012,132805.935287704
"Gbp2",28325.5072559179,33142.3206692417,27438.1924633147,28755.4762222691
"Hsdl2",13352.4470484189,10601.6847487343,14392.2290076189,14019.8909309629
"Atp6v1a",148912.188520819,156925.705932625,141972.253835801,174145.119896386
"Mtmr7",23981.5140534641,26210.9967811345,23176.4848122772,25324.7349936198
"Fnbp1",40391.3600611712,43309.2457120502,43528.3770368878,40450.7955085649
"Jph3",55979.557301771,52698.7098333538,44741.4681669187,56420.5689065971
"Ralgapb",18187.2825878671,18854.9879136233,17246.3738893745,17520.1903952314
"Agfg2",29379.219078949,32564.1021754433,31059.9539861257,36001.4329679789
"Camsap3",40418.082573916,37369.3639590297,41002.1036681326,35249.3188208237
"Spats2",94318.4426650854,92459.2974773429,81981.2843526715,80038.6017773848
"Ano8",45994.6502253452,47306.0138399283,38306.9862952133,46215.554749995
"Nudcd3",14545.807513555,15756.8667481099,19248.5780544939,14579.3063788659
"Usp8",34083.0911759892,39089.1250387347,34215.1062524893,40034.7034494391
"Cic",16812.9137664577,16340.0176122065,13988.1975853998,20647.3402368358
"Snap29",207901.35265082,208899.499089732,230790.42527072,192432.81828011
"Tcof1",34795.4784835772,33760.6432249655,32038.6904923572,44994.970224678
"Luzp1",35462.8628224373,36661.9374730017,37411.4832480668,37689.6012887463
"Marcks",36900.4104204252,45679.0665835913,27454.4979820216,41185.7337455195
"Anxa2",424543.697835417,467061.607794083,383628.797070208,390736.521505286
"Rps2",610659.974562176,607960.737014277,540600.42661356,689284.986984833
"Esyt1",191049.630607372,210178.727232408,181287.158838117,191001.886479573
"Dysf",24773.5014356528,26733.5210851038,27990.7578391523,32294.6679823897
"Ankle2",22341.0917535486,17698.8113024584,17474.5085160682,27846.4876373779
"Hp1bp3",51778.2581756978,52392.6615117368,58890.2127017711,42470.0999996101
"Hsph1",229246.037770179,236727.530243424,225065.357089788,229368.992920659
"Epb41l3",826455.191555541,900808.394316906,780549.741252675,727088.08578013
"Cdc37",42069.4963115914,47031.624931146,43707.9710392589,45084.7554276462
"Dbnl",102668.096083898,105375.368912241,96869.4661917865,112137.177299914
"Nefm",2795797.25605021,3292533.87913239,2280541.12341229,2136794.71683321
"Cdc37l1",56500.8333094325,50766.0724757075,52410.5644686754,42355.1185091274
"Map7d2",143776.460576011,143177.546135304,133548.235399279,128396.55434646
"Rhot2",8909.1,9960.49,10749.9,12502.7
"Vipas39",37903.303625642,44224.618715713,40574.7357136145,49233.9437046358
"Setd3",18318.9189379108,23228.1132034627,18803.6516654978,16679.372285288
"Sarg",25008.86741356,19485.722453248,24014.1115744248,24434.8399767994
"Thrap3",46907.7526786255,43118.1265228043,44210.2083208909,44029.7839811794
"Fundc2",179574.109413876,NA,199432.109825942,168802.024254745
"Arhgdia",243995.319199954,244325.15367102,266729.4935604,273421.632315313
"Exosc8",26905.8161112292,25200.2749712621,25258.6553041402,32034.5089094914
"Fip1l1",70137.1137178627,63402.39114112,77275.2617570787,83837.8667990266
"Bcl2l13",35313.2046398177,33985.8025659607,35617.5357190841,36092.3303711328
"Basp1",301445.6320039,324301.890705466,372041.325942384,309094.323780636
"Ank2",243935.563669887,263196.503250497,254305.901749707,238598.25676729
"Pkm",90746.9779731997,98513.8053673736,93639.8578028009,93920.3799030472
"Abcf3",23263.238821483,25913.8962948159,27209.508943667,24705.6925321227
"Zc3h4",12173.3106785917,12695.5587659725,8738.73296352376,11534.7374242373
"Rcsd1",32368.8290376149,35771.328267967,30692.5168916357,22557.5256711401
"Relch",229372.862112314,231773.535547702,204306.831694392,255135.644287236
"Rtn3",482955.059599653,492582.337318229,442915.481824077,372762.385919479
"Ralbp1",26395.5000440719,29370.8780062656,35041.1203973239,27256.3349091482
"Bnip3",31402.3146056352,30219.7958914927,NA,26768.0928093812
"Avil",1219161.04756539,1330761.64443552,1086346.22207444,1169319.32276852
"Hnrnpa0",182483.308478895,192088.744431704,180076.136603659,139522.970088815
"Vps25",25104.6165960726,29635.103596299,37575.199999747,NA
"Trappc10",23040.1067434285,25741.3032855873,26725.9996705836,28155.4081966541
"Rnf214",103483.457484663,103009.498384574,103801.282306832,102808.250833702
"Eml1",63112.724904221,63953.5384753547,58368.2954063579,60339.2361943846
"Eps15",203704.821243462,235865.188894703,223656.431071726,217916.885458504
"Acaa1a",8569.95000000001,8694.79,NA,8277.14999999999
"Vps35",6788.63,8703.83000000001,6663.79000000001,7815.8
"Ank3",61906.1900429115,71667.8172873229,59843.8039853194,58491.1566244946
"Sfpq",110384.215690353,110622.568849517,108451.675191873,129160.511813231
"Pspc1",77096.2145989427,82589.5693362036,80195.1728257965,84410.5025174424
"Acss2",18956.5119337772,19508.3576048221,16026.2026037104,19447.7566886511
"Rps3",91983.6452052472,92606.9370705017,106642.009179917,111744.899032579
"Palm2",34537.2627463302,37786.6744521525,25930.3012671548,26782.7594759168
"Dpysl5",70027.5770462238,71297.7799957601,68952.9892499913,75222.3996631667
"Ncald",30285.2999997359,33264.4999997098,22701.299999802,27324.4999997617
"Gatm",18694.9093069592,20013.2505334427,20505.1430070213,18674.4255023942
"Junb",34785.1851065635,40826.1105523937,37056.187735573,34402.8934778728
"Bcap31",143830.015235018,142435.779443496,119352.310942167,151643.029169002
"Ehbp1",42887.2369454382,39976.4382330763,42380.2640146929,40648.8749976197
"Mark1;Mark2",31506.9426073552,25132.3024622361,23580.2881244015,22257.87259577
"Lrrfip1",9922.98212744795,8887.70500088309,8463.5514868378,8959.53354255529
"Hmox2",107352.555654471,110183.587245355,103754.844415084,92471.2959802312
"Myl6b",7563.40999999999,6283.44,NA,9985.03000000001
"Prune2",297185.023089027,319966.868959981,298650.354360529,289622.240799419
"Mybbp1a",24518.8543628101,23651.5818413116,26170.0993334394,27129.3006121107
"Chordc1",30037.09363976,28261.484910329,30415.3788167471,26642.9774930659
"Dgkz",54846.2384938291,61205.2243067093,50865.1242450015,77775.153366557
"Cadps",468883.867586966,449345.548192484,416250.037530615,416950.002433502
"Ccdc6",33905.6312548562,36316.7020925357,37943.8532781111,38232.4677897851
"Elp1",17721,17277.5,NA,17250.4
"Xab2",16136.9103900927,22683.1032928691,17979.9823736831,17249.1598636119
"Stim1",58594.7631877538,53043.0636755044,46860.3253792386,55168.3249233327
"Nectin2",12563.7209387024,14807.0999998785,13076.2567742102,13341.2900106508
"Hspa4",122138.495214954,127507.947120998,125892.739958869,123704.565656354
"Map1a",624051.72274598,699969.861840261,579170.969445452,577273.727436637
"Wdr44",84756.2865183863,88262.019956873,90396.4826079975,86787.7239823908
"Cds2",56926.0465616321,58260.5198415857,54378.6349026827,69203.2142152327
"Krt10",107512.652308266,96532.3178836286,106110.60572789,274842.506215781
"Ppfia3",13866.299999886,13220.2855201912,16410.1890899525,19014.2778255233
"Epb41l1",60318.0464269039,58956.8816325584,51890.5706293394,47730.6768424799
"Nudc",154453.493656255,151012.058551894,147386.752344954,136681.322622223
"Fam114a2",128010.535716233,129553.528009813,135512.28504608,116999.178704192
"Usp47",17669.9417117799,14994.4036601676,17515.2177453189,17819.0830880704
"Git1",27126.0855566973,24473.3310380029,22574.0616910092,25844.3946575753
"Get4",3930.12,6288.16000000001,6370.22,6425.77
"Tdrd3",35008.3769829017,38316.975884577,45160.0580255742,38430.5887794527
"Clip3",38965.0211726054,33737.5863253041,45640.4804524312,35132.7171384953
"Ncoa1",8436.61000000001,NA,9954.72999999999,9362.63
"Prrc2c",230383.95244307,230113.521201835,228884.072932666,236307.178134699
"Bzw1",11868.4,14539,17116.2,16456.7
"Gars1",21037.164729686,20673.9751036599,18966.9050351144,29823.2714871834
"Nup98",32018.408732832,37582.6008499902,32594.1482955483,28636.4633706671
"Kcnab2",14589.7,16786.8,16357.7,14916.5
"Camk1d",51007.0029213699,52568.8169192568,50819.3578948897,39878.1434225821
"Paics",20952.562253561,19933.2676438904,22218.199075994,23015.3887961511
"Ocrl",21670.3784977863,21898.8349359126,22569.7166961952,21308.0456699603
"Ankrd17",56373.2162174032,60797.2162407065,63792.6068099078,59180.7122287735
"Ryr2",26022.8788129017,26952.5533328347,29248.4011986583,21958.9587173159
"Tardbp",1189856.44044246,1211934.38400381,1172753.52953185,1110750.938741
"Naa35",69331.8369077571,71017.8023682788,76867.1404637164,77603.7683433187
"Pcbp3",426356.565887413,372807.316525282,384154.876500623,512497.183526754
"Pcbp1;Pcbp2",130052,NA,205672,212975
"Ipo7",77648.6739722799,81437.1171975183,77527.5675236792,79187.6239914951
"Rap1gap2",79192.9669647058,75996.2081984282,78456.6002281643,79748.8397508517
"Spag9",331252.80111528,337166.419934963,321949.611133609,337900.202427948
"Ppp1r13l",33862.5750256668,35653.9554747065,36895.2812091093,38050.3561858153
"Acly",58015.8072016329,48071.698194773,54760.1185144776,53694.1037924634
"Vcp",358388.655919322,393029.928500046,339891.465221316,326896.232828972
"Ece1",20633.913078766,20991.6155894589,24693.516595835,17964.1556713268
"Sh3d19",10955,NA,NA,NA
"Hcn1",18329.6918514151,14741.4876446846,15132.1500022978,16415.4436512119
"Pick1",56059.2882559568,48379.5337841809,54093.1536696338,47395.2642178734
"Adsl",54697.2405778657,57628.6402053991,47353.5652034783,58561.8621254856
"Ermp1",144095.952681242,131703.694605518,133720.844439854,134514.093833296
"Mbd2",28389.521069669,22509.6136317481,35077.1788923156,35892.7074679253
"FAM120A",103380.30646768,103800.731077246,95158.8791199245,99285.0046973
"Rragc;Rragd",61334.9562211634,68362.5528846106,74920.3999992859,77274.5373483607
"Rpl34",29280.6391244459,24554.9961320367,33190.5396071928,28191.0789971086
"Vcpip1",45935.6601340311,44999.8225480306,46885.4984598396,48670.3820686679
"G3bp2",136160.139908153,165295.387303746,106344.457454632,124799.092659899
"Numb;Numbl",31798.1388621117,35088.806402159,31726.7681647722,16298.2497828179
"Clasp2",85347.8375773275,83354.4212254809,87024.6797358805,83669.5926831267
"Haghl",7747.31923325099,6822.10982563314,40446.2,9000.3529374315
"Tuba4a",3033476.38891835,3100133.33059602,2609080.97977796,2905999.41398812
"Tmem79",26346.6612986572,24587.2525343261,32984.8278496475,29199.2370226323
"Syngr3",292553.747108642,296521.413839185,355909.449960679,274728.019069917
"Pcnp",325745.332314612,340607.574818947,223764.08302815,278694.088407877
"Srp54",282130.90382916,308987.814926444,289204.880632322,293118.548716118
"Rplp0",123678.66881744,125268.454468148,146961.276196302,145146.953996386
"Tnks1bp1",108493.249835604,120850.73165069,110620.552730423,116078.898908334
"Srpra",111328.916583225,106163.698952737,129873.527377467,115418.505051435
"Camk2b;Camk2d;Camk2g",284540.967018978,388941.536204078,275524.548075934,305857.743449619
"Wars1",35776.2848133159,35023.4939536765,41009.951813194,38175.9256116531
"Pja2",17020.0391457422,18929.3058193125,18872.3770890505,18169.1401361206
"Caskin1",48336.3319456146,49966.8639961327,49234.5243743319,52375.8262799537
"Pcca",185608.789981038,182021.421155657,182647.622494769,168011.796846307
"Polr2d",25911.1483285325,26544.1377217103,24614.6262544618,30548.3424325756
"Hdgf",61036.2942667612,73706.3364662174,57605.1352528945,58342.8776170626
"Stam",147994.00988445,154047.211400875,153749.215279275,131084.005604804
"Pdcl",31278.8528442905,35787.0158635049,37718.8424708364,27842.1570514526
"Sorbs1",128680.416749569,135857.275776658,121507.8833047,142488.178203923
"Ecpas",4233.78310697721,5208.20137096821,NA,5893.89365922103
"Nono",234906.176330018,244713.369904105,244593.462225293,249004.940844731
"Acta1;Acta2;Actb;Actc1;Actg1;Actg2",109725.59360628,117078.94320312,123245.413705264,122532.810246646
"Mtcl1",25141.5154703736,26872.5326816742,25686.0368474463,28358.4532686772
"Armc6",14893.5719335983,26934.571153271,26895.5341669723,12454.0999998913
"Son",101041.760268257,108994.127333132,111096.727140224,118103.692781528
"Irgq",64871.5374154185,62357.8952423009,61305.7168182976,61536.8553085534
"Riok3",29834.2506661291,27128.3892559638,28601.9851244284,29543.0338508035
"Tmcc2",18290.7479918403,19777.7099554444,16838.1350165686,15007.5046249625
"Nes",17704.3321486259,17510.4160808938,19875.1517440064,15402.9353142875
