ProteinGroup,GeneSymbol,881_dLSC_f1_5.27.2024.d,882_dLSC_m1_5.27.2024.d,883_dLSC_m2_5.27.2024.d,884_dLSC_f3_5.27.2024.d,885_dLSC_f2_5.27.2024.d,886_dLSC_m3_5.27.2024.d,889_LDRG_898_5.28.2024.d,890_LDRG_1248_5.28.2024.d,891_LDRG_1095_5.28.2024.d,892_LDRG_1236_5.28.2024.d,893_LDRG_1094_5.28.2024.d,894_LDRG_1249_5.28.2024.d,896_paw_pool_5.28.2024.d,897_paw_f_5.28.2024.d,898_paw_m_5.28.2024.d,901_SCN_IIa2_5.28.2024.d,902_SCN_IIa3_5.28.2024.d,903_SCN_IIb2_5.28.2024.d,904_SCN_IIb3_5.28.2024.d,905_SCN_IIa4_5.28.2024.d,906_SCN_IIb1_5.28.2024.d
Birc6,Birc6,14.76564904,14.75931996,14.80163713,14.67509103,14.80363425,14.61831637,15.61064571,15.83539737,15.78723118,15.80497054,15.73478436,16.01392041,15.13159364,15.33845897,15.20481679,13.76686904,13.6120472,13.70756297,13.42990092,13.45688254,13.58880638
Bles03,Bles03,17.17454175,17.36839321,17.27101453,17.36300442,17.2196473,17.25523213,16.63442783,16.65278136,16.78028571,16.57685414,16.40033439,16.7029449,16.07263089,16.12750757,15.89814642,16.04362139,16.19579097,16.41856419,16.31709451,16.11035707,16.2122154
Blk,Blk,NA,NA,NA,NA,NA,NA,NA,NA,13.48954695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blmh,Blmh,17.98639095,18.30147076,18.12712286,18.01647323,18.01315272,18.17630603,17.59138988,17.83816048,17.69601692,17.56508299,17.42275299,17.60122781,19.47705431,19.50818631,19.53732029,17.28608921,17.31368209,17.25068374,17.29544673,17.22539787,17.21308002
Blnk,Blnk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.40801919,NA,12.39826271,NA,NA,NA,NA,NA,NA
Bloc1s1,Bloc1s1,13.41247486,13.96823981,13.78849898,12.62693224,13.24587453,NA,14.1166551,14.54795092,13.97338678,14.38967665,14.17566262,14.56521259,NA,NA,NA,14.32637017,14.1862117,14.76096671,13.94165017,14.40238401,14.24946837
Bloc1s2,Bloc1s2,14.77096138,14.32666741,NA,14.54224208,14.45059259,14.21181879,14.1488415,NA,13.89652128,13.90523524,14.1842634,14.70079377,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bloc1s3,Bloc1s3,13.42604194,12.20666032,12.83771071,13.25721103,12.49283209,12.13029706,13.72646868,13.2309487,12.97444997,13.00381885,13.13230586,13.0657445,13.5153154,13.5747622,13.39931749,13.03397949,12.68673357,12.49171824,12.9888724,12.61746357,12.7183736
Bloc1s4,Bloc1s4,14.28182828,13.9382367,13.83517119,14.30820398,13.58325387,13.85314693,NA,NA,12.58140774,NA,12.83296891,12.88368751,13.76507037,13.65771851,13.71354664,13.84250749,13.61162426,13.49330508,13.60276845,13.67365138,NA
Bloc1s5,Bloc1s5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.01186319,12.18366019,12.02030287,11.99218777,11.88024931,11.98377031
Blvra,Blvra,17.95371353,18.03405404,17.96984801,17.92331117,17.96429606,18.07129604,16.89891652,16.79385779,16.71741396,16.89342028,16.54927957,16.92205994,17.02384855,17.0276494,17.02373871,17.28387505,17.45477025,17.50918173,17.54672659,17.50564068,17.51579925
Blvrb,Blvrb,18.19428516,18.23867966,18.49570432,18.19488323,18.19774546,18.28271224,17.91701125,18.10899548,18.02264606,18.03542271,17.78732264,18.4263923,17.94214122,18.0507246,17.83560741,18.13466798,18.273948,18.83982593,18.67811503,18.38830215,18.52823359
Blzf1,Blzf1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.57335883,16.74237413,16.88942005,NA,NA,NA,NA,NA,NA
Bmerb1,Bmerb1,14.97707808,15.16770256,15.11114543,15.04587611,14.95523399,15.09745705,NA,12.72393606,12.12603652,12.00034866,10.88495654,12.60070044,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bmi1,Bmi1,NA,NA,NA,NA,NA,NA,12.04185419,12.112977,12.28358036,12.24869848,NA,11.97574051,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bmp1,Bmp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.95769577,14.1777408,14.01541735,NA,NA,NA,NA,NA,NA
Bmp2k,Bmp2k,16.13920112,16.09826308,16.00608486,15.88369464,15.71192879,16.17014389,14.65883128,14.94625965,14.46292679,14.75944195,14.64572073,14.88470284,15.69169303,15.52546969,15.59866884,14.57543388,14.53078888,14.48839022,14.22126635,14.49404745,14.33488689
Bmp7,Bmp7,15.15009632,15.63907781,15.06743436,15.26697682,15.32350518,15.46653854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bmpr1a,Bmpr1a,13.42667971,13.24948619,13.61745436,13.90324195,13.84172014,13.52380263,13.55710154,13.31829782,13.74609102,13.54602852,13.63387349,12.95302048,13.00558726,NA,13.00670366,13.75272436,13.85783019,13.74673806,13.38778169,13.82065156,13.78615307
Bmpr2,Bmpr2,14.72599851,14.72555036,14.5132427,14.75104052,14.62896434,14.75773508,14.05257977,14.63241289,14.30240526,14.21252427,14.14195745,14.42464234,14.5742298,14.34328985,14.60817425,14.31477939,14.19778904,14.28876684,14.11913221,14.25155492,14.01583714
Bmx,Bmx,NA,NA,NA,NA,NA,NA,NA,12.3521548,12.60334153,12.0579205,NA,11.49286964,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bnc2,Bnc2,NA,NA,NA,NA,NA,NA,NA,NA,12.16326203,11.40871537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bnip1,Bnip1,15.90683097,15.80843058,15.7388214,15.58458439,15.81661088,15.6735951,15.71251164,15.79870265,15.71271786,15.93697599,16.01816181,15.91412641,14.06740915,14.58383451,14.30905497,14.09641078,14.15103997,13.91937969,13.86724063,13.97707887,14.00660187
Bnip2,Bnip2,NA,NA,NA,NA,NA,NA,NA,14.25581788,14.21124952,NA,NA,NA,12.20000967,12.36883381,NA,NA,NA,NA,NA,NA,NA
Bnip3,Bnip3,14.54911252,14.27515746,14.26792155,14.6425868,14.50612686,14.34402858,14.59161923,14.44319544,14.5114092,14.51783505,14.78977156,14.42560049,NA,NA,NA,12.4939755,12.9405944,NA,12.72851578,11.55872204,12.03859325
Bnip3l,Bnip3l,13.80600579,13.76538971,NA,13.64023364,13.95922316,NA,14.21223038,13.71238237,13.74567648,13.42100636,14.09933959,13.52904225,12.94023834,13.21240975,12.72141111,12.71893095,12.25604648,12.56835756,13.30185339,12.39146916,12.95995304
Bnip5,Bnip5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.06004738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bnipl,Bnipl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.12742013,16.13245899,16.16868769,NA,NA,NA,NA,NA,NA
Bod1l,Bod1l,14.04508989,13.49027133,13.19438778,13.87215008,13.7946735,13.99883289,13.94139486,13.78775542,13.59162061,13.70093095,13.76569553,13.89740121,13.65945398,13.41657049,13.69490909,NA,NA,NA,NA,NA,NA
Bok,Bok,NA,NA,NA,NA,NA,NA,13.35579155,13.30721504,13.19718751,NA,13.63894493,13.72072522,14.06955826,13.79909674,14.40653487,13.43599713,13.45762667,13.332377,13.54963116,13.43424125,13.383052
Bola1,Bola1,16.07839409,15.76157834,15.48280421,15.47828748,16.09744365,15.240968,14.6386098,15.19459153,14.81267535,15.09224228,14.76851519,14.97817577,14.15168341,14.34092291,13.75202433,14.93377663,14.76444089,14.57084806,14.50143448,14.39619372,14.49009096
Bola2,Bola2,16.9052515,16.89159793,16.40674826,16.27603573,16.95784274,16.26800304,15.20271339,15.46518052,14.55022765,15.20989682,15.16672362,15.63483147,NA,14.47914238,14.40583285,15.83621126,15.88477025,16.12209084,15.99444505,15.98439476,15.84107135
Bola3,Bola3,14.53105606,14.4033013,14.1376316,13.92791483,14.29707718,14.07706553,NA,NA,11.87566873,12.56896077,12.55706157,12.7018609,NA,NA,NA,NA,NA,NA,12.28330833,NA,12.21800009
Bop1,Bop1,13.88351419,13.35650966,13.80581907,13.8535612,13.79816572,13.75344333,14.26994841,14.0040607,14.00239295,14.04350517,14.09667881,13.99257137,15.15397039,15.19214032,15.36244062,13.08440009,12.75274999,13.03564925,13.15538741,12.90520074,12.09707828
Borcs5,Borcs5,16.64206003,16.61392295,16.38927311,16.36006618,16.69208015,16.26926015,14.45597212,15.19012738,14.82553732,14.98251036,14.90789069,14.98185602,13.6476383,13.51736182,13.07743162,14.62226639,14.41724663,14.81053395,14.53821413,14.43065841,14.76032976
Borcs6,Borcs6,13.96825132,14.12355265,14.17169881,13.87823256,14.16721878,14.04384893,15.00793275,14.62158905,15.01096387,14.74303037,14.79973167,14.97386268,13.86704584,13.75548168,13.90821486,14.04731545,13.94587358,14.12898613,13.81540813,13.85194784,14.13589385
Borcs7,Borcs7,NA,NA,NA,NA,NA,NA,13.31620318,13.41555196,13.06094638,13.36872277,13.53957773,13.13719166,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bpgm,Bpgm,15.87162533,16.15428496,15.87067046,15.85343095,15.70096113,16.02187882,15.54566781,15.1155335,15.34693282,15.34415166,15.27141697,16.20608056,14.49292802,14.96036569,14.30933709,14.9425347,15.51200174,16.86084362,17.27645533,15.20573985,15.9467076
Bphl,Bphl,18.10904991,18.1320436,18.17500458,18.26842586,18.28736087,18.31271034,15.67751488,15.73179237,15.52440523,15.54607376,15.56398351,15.74676679,15.26508529,15.48688406,15.21543224,15.07591578,15.25580878,14.96026884,15.35759498,15.19370554,15.06532724
Bpifa5,Bpifa5,NA,NA,NA,NA,NA,NA,13.49732794,NA,NA,11.79375773,13.07674045,13.04741024,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bpifb9a,Bpifb9a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.83825292,14.48530394,14.84149749,NA,NA,NA,NA,NA,NA
Bpifc,Bpifc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2303937,16.24126654,16.30996824,NA,NA,NA,NA,NA,NA
Bpnt1,Bpnt1,18.78621864,18.86956108,18.70891984,18.67559716,18.68154154,18.74674774,17.57534285,17.44196115,17.58818228,17.68604242,17.4425794,17.56004342,16.77297566,16.69815533,16.72727691,17.96995666,18.07683414,18.16331451,18.20997743,18.027091,18.25887942
Bpnt2,Bpnt2,15.15862666,15.25076466,15.16931102,15.14399677,15.17262136,15.11448517,16.51012592,16.43114281,16.42266523,16.41103493,16.54918614,16.30820639,15.64202249,15.82776687,15.86155187,14.25763092,14.61678706,14.40664046,14.30268421,14.44856805,NA
Braf,Braf,15.7447184,15.5883079,15.61792288,15.84870359,15.67347571,15.64356794,14.08723858,14.2877705,14.5002318,14.39840029,14.38438917,14.2373203,16.53901034,16.35917989,16.62332426,14.18540812,14.06100876,13.99528524,14.21223038,14.19202269,14.26364539
Braf;Raf1,Braf,15.5784582,15.68396779,15.51107932,15.71052934,15.39112273,15.3707487,14.68807543,15.18518129,14.54999519,14.56809863,14.44732865,14.96961586,14.82565944,14.38817877,14.29781188,13.88077926,13.86228865,14.3023319,14.16595118,14.01907812,14.40104616
Brap,Brap,13.9799284,14.02847195,13.9789726,13.9475709,14.00273372,13.99435137,16.4931811,16.53150366,16.38022322,16.75347393,16.54354727,16.58364946,14.25918785,14.18498357,14.36890054,14.87149167,14.98617213,14.88475517,14.84242072,14.7048191,14.90891485
Brat1,Brat1,NA,NA,NA,NA,NA,NA,13.90211716,14.49317407,13.67938041,13.68423515,13.61480242,14.31109615,13.41468477,14.0058596,13.51290499,13.3816588,13.6086753,13.68076937,13.2453143,13.30732831,13.06938387
Brca2,Brca2,12.57786001,12.40426005,12.32602977,12.75612908,12.12022102,12.55187801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brcc3,Brcc3,14.3290577,14.50729221,14.07968979,14.18298496,14.01557857,14.39047068,14.58116089,14.71678876,14.59843708,14.761474,14.64494342,14.85108626,13.68205615,13.72067386,13.27907245,14.77132651,14.34687156,14.4762723,14.36667454,14.17235036,14.3489466
Brd2,Brd2,NA,NA,NA,NA,NA,NA,13.60228561,13.3686313,13.48841218,13.70000548,13.45983547,13.61842643,13.40082629,13.60844756,13.70104786,11.85220957,NA,NA,11.6442078,11.61009745,11.87738767
Brd2;Brd4,Brd2,NA,NA,NA,NA,NA,NA,13.67522933,14.34172034,13.17603442,13.84115153,13.41215963,13.81257844,NA,NA,13.46165849,13.03952741,13.08421378,12.77131614,NA,NA,13.70707868
Brd3,Brd3,13.61536899,13.72302611,13.69276708,13.36374472,13.95127915,13.42216702,14.03919972,14.06845357,13.86248646,13.88057423,13.99918983,13.99006178,14.84591766,15.06594311,14.96291896,14.03965034,13.41129985,13.78162961,13.67802946,13.50006992,13.79473688
Brd3;Brd4,Brd3,NA,NA,NA,NA,NA,NA,15.20052166,15.00163472,15.12779517,15.14680026,14.96968074,15.00976455,14.86610715,14.84158216,14.70400276,13.72122738,13.47034112,NA,13.34164391,13.32818404,13.43040028
Brd4,Brd4,NA,NA,NA,NA,NA,NA,13.56877335,13.69344021,13.10271422,13.11423215,12.75902427,13.38153855,13.45388572,13.8020343,13.47916428,12.4218635,11.25009085,12.99712213,12.4404179,12.6928203,12.41738248
Brd7,Brd7,NA,NA,NA,NA,NA,NA,12.89604179,NA,12.78128937,12.56837665,12.51785042,12.51547129,13.70339452,13.19250148,13.38884662,NA,12.20962394,NA,12.16177698,12.61364796,12.23333042
Brd8,Brd8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.46839494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brd9,Brd9,NA,NA,NA,NA,NA,NA,13.86475684,NA,13.02728477,13.26275113,14.17419229,13.53617435,12.79061933,NA,12.90396467,NA,NA,NA,NA,NA,NA
Bri3bp,Bri3bp,17.23776452,17.28376053,17.15661957,17.17988809,17.10434585,17.14951981,16.30666936,16.46839043,16.67608277,16.73515342,16.64255587,16.4920432,14.68838439,14.74251599,14.82022883,13.31116894,12.91029581,13.10274889,12.95609165,12.8371497,13.28335219
Brinp1,Brinp1,15.41646493,15.63134728,15.44034949,15.58668292,15.39079946,15.43538967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brinp3,Brinp3,13.50449315,13.5982606,13.13318198,13.57931483,13.4173149,13.64485054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brix1,Brix1,12.68667929,12.4861629,12.16647929,12.58612214,12.44702611,12.52574539,13.64305612,13.70286576,13.40857602,13.65802785,13.83751839,13.77243035,14.1567922,14.34161801,13.93863276,11.48758885,12.1096805,12.03300651,11.71134003,11.59160649,12.55568676
Brk1,Brk1,NA,NA,NA,NA,NA,NA,14.33806809,15.09711387,15.22368123,15.3889815,15.05481076,14.84322749,NA,NA,NA,12.64951577,12.28394956,NA,NA,12.5440015,11.88832068
Brms1l,Brms1l,12.7444954,12.64193658,12.81464855,NA,NA,NA,12.70583539,NA,12.97504545,13.02008231,13.10197403,12.21217413,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brox,Brox,16.7813862,16.95368731,16.75916214,16.78228131,16.64165585,16.92058126,17.2151269,17.57302092,17.10991931,17.32645746,17.26779677,17.45303603,15.72205756,15.83979152,15.77284036,17.65942868,17.67005704,17.55155639,17.79727553,17.63046158,17.77125623
Brpf1,Brpf1,NA,NA,NA,NA,NA,NA,NA,NA,12.00356008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brsk1,Brsk1,16.04162498,15.86620433,15.83454483,16.03246595,16.02911671,15.9363414,14.90629707,14.63891604,14.8209563,14.74207079,14.88695733,14.8351891,NA,NA,NA,15.15569049,15.17409752,15.35618128,15.19207464,15.18808777,15.31514186
Brsk1;Brsk2,Brsk1,15.86639531,16.17808448,16.14393782,16.27977763,16.22383398,16.07674898,14.00438727,14.81075738,14.59758122,14.02756048,13.99513999,14.79894256,NA,NA,NA,13.94346838,13.69548931,13.98492707,13.59609524,13.94976483,14.13041603
Brsk2,Brsk2,17.26719592,17.15932667,17.12582866,17.35091545,17.20499539,17.20621595,16.49075016,16.62392697,16.77292557,16.59341754,16.68179144,16.73331095,NA,NA,NA,16.03843514,15.79658458,16.10752896,15.98620455,15.90831074,16.17569971
Brwd3,Brwd3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.88107763,NA,NA,NA,NA,NA,NA
Bscl2,Bscl2,15.21102893,15.20823055,15.22559909,15.07610576,15.25981681,15.09982036,14.99306089,16.39545715,15.47147494,15.39070092,15.40640189,16.0221944,14.16328015,14.48060089,13.91513245,NA,NA,NA,NA,NA,NA
Bsdc1,Bsdc1,15.30758458,15.2430583,15.34544296,15.37105668,15.49025545,15.31296939,14.12959678,14.40130446,14.08259069,14.53549028,14.36571906,14.17209199,14.19979717,14.33403484,14.27684049,13.95597948,14.02800307,14.10569047,13.881304,13.9113069,13.90349429
Bsg,Bsg,18.90261812,18.85344292,18.94658558,19.01487135,18.87114322,18.93428234,19.02375934,18.84019314,19.25541084,19.14011317,19.25473697,19.05410578,17.48337997,17.47745737,17.58018239,19.53616385,19.44323082,19.5097484,19.54735631,19.43064242,19.4614176
Bsn,Bsn,17.84393798,17.84366907,17.75094795,17.72793424,17.76755168,17.71302637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bsn;Pclo,Bsn,14.74422001,14.70705621,14.68345512,14.72263761,14.71871933,14.52049054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bst2,Bst2,NA,NA,NA,NA,NA,NA,13.94069827,13.69063481,12.86587005,13.33369251,14.16206449,13.47953116,NA,NA,NA,14.32548296,14.76969043,15.02044002,15.22606485,14.74208402,14.83699123
Btbd1,Btbd1,13.73346027,13.87475087,13.86895756,14.24149909,13.93867909,NA,14.54135076,14.28390586,14.83745547,15.14347888,14.74591062,14.95776409,NA,NA,NA,13.46197817,13.42052609,13.2595991,NA,13.32856274,12.99609034
Btbd11,Btbd11,14.59953299,14.66203987,14.6682944,14.59223807,14.69501189,14.65061628,13.02908642,NA,NA,NA,12.67185442,NA,13.45841012,13.02741635,13.45811984,11.97422097,12.27716242,NA,11.92999067,12.48620905,12.44736481
Btbd17,Btbd17,17.44580759,17.58703385,17.46703388,17.49023293,17.26349367,17.57549615,12.40270033,12.73651398,12.04088216,10.88018807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Btbd18,Btbd18,NA,NA,NA,NA,NA,NA,NA,15.85011845,14.59588101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Btbd9,Btbd9,NA,NA,NA,NA,NA,NA,12.93418339,NA,12.98954987,13.09788031,13.63054256,12.59803153,NA,NA,NA,NA,NA,NA,NA,NA,NA
Btd,Btd,NA,NA,NA,NA,NA,NA,13.78214909,14.07307115,14.24238005,13.8484661,13.90102906,14.26369473,NA,NA,NA,13.19464397,13.24789126,13.51856074,13.75222128,13.34425902,13.5065815
Btf3,Btf3,17.06630208,17.06740286,17.08174204,16.96526241,16.96230297,17.12764125,18.04850292,18.08681341,18.01313355,18.23286021,18.1162942,18.12475394,15.77436892,15.85212248,15.89689855,NA,NA,NA,NA,NA,NA
Btf3l4,Btf3l4,16.50635076,16.11657236,16.38094967,16.52656179,16.59520002,16.24498292,16.80333742,17.7674764,18.47016633,17.70095967,17.58495457,17.61356066,16.18093751,16.19859602,16.0420822,14.50618376,14.61920161,14.73876505,14.86610062,14.58382136,14.56444758
Btg1,Btg1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.85105407,12.92167546,NA,NA,NA,NA,NA,NA,NA
Btn2a2,Btn2a2,12.67922057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bub3,Bub3,15.99559226,16.0837382,16.03802206,16.10146685,15.91950713,16.05729793,16.9033329,16.67563852,16.80074846,16.83399966,16.87261496,16.86017448,17.23904846,17.27984671,17.09514091,15.39691484,15.74728512,15.59771553,15.56159603,15.63874065,15.65034483
Bud13,Bud13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.40189281,13.13882375,13.90051779,NA,NA,NA,NA,NA,NA
Bud31,Bud31,14.13761124,14.6076157,14.14508723,14.03802252,13.96173365,14.57139826,14.66605664,15.20421688,14.51466858,14.80832853,14.44788897,14.98456759,14.95450532,14.99968737,14.61956088,NA,NA,NA,NA,NA,NA
Bysl,Bysl,12.24502066,12.35106757,12.26560644,12.28863724,12.10177977,12.07250397,12.75376153,13.80171002,13.74719772,13.57749536,13.29698476,13.33903506,14.87165673,14.90038786,14.90574176,NA,NA,NA,NA,NA,NA
Bzw1,Bzw1,16.07106174,16.1771281,16.24839983,16.14402917,16.02521089,16.1000858,16.74681377,17.01116255,17.10209864,17.1131146,16.9882262,16.90671175,17.95862378,18.05897093,17.98265736,15.45594189,15.44300657,15.33944304,15.2643132,15.52740484,15.441532
Bzw1;Bzw2,Bzw1,13.83786442,13.78512547,13.3353764,13.86611979,13.93740141,13.92016674,13.89867696,15.1521224,14.98264159,14.81225754,NA,15.30681646,15.02746977,15.27606623,14.97476859,NA,13.41323124,12.58576534,13.54974858,13.52681709,NA
Bzw2,Bzw2,15.15401012,14.95477505,15.33555311,14.88338191,14.95725488,15.2265557,15.67621591,15.92509233,15.99563207,15.90784617,15.77187541,15.78892894,18.93553754,18.49969777,18.65637829,14.78519113,14.99203721,14.48863229,14.75208602,14.70028431,14.57507079
C1d,C1d,NA,NA,NA,NA,NA,NA,NA,13.44903254,13.30513549,13.17294936,12.17075131,NA,13.46667555,13.64147603,13.61480185,NA,NA,NA,NA,NA,NA
C1galt1,C1galt1,NA,NA,NA,NA,NA,NA,13.46921255,13.83421123,13.85041041,13.58290864,13.54589042,13.80203419,12.66106781,13.23687021,12.80118286,NA,NA,NA,NA,NA,NA
C1galt1c1,C1galt1c1,NA,NA,NA,NA,NA,NA,13.19521721,13.1232155,13.45417862,13.1103279,13.33997788,12.73254633,12.61032819,NA,NA,NA,NA,NA,NA,NA,NA
C1qa,C1qa,16.78577656,16.83669738,16.76189113,16.97019187,16.9249947,16.8011668,13.64125022,13.83417717,13.53756791,14.22640175,13.81180565,13.88169712,13.3016248,13.07014779,13.05694756,13.96896377,14.03983236,14.35229605,13.57463732,13.9299362,14.43017245
C1qb,C1qb,16.44111523,16.36849768,16.33286049,16.37183612,16.07563627,16.4364637,14.1460862,14.67982975,14.41060174,15.37118348,14.23669707,14.8545684,NA,NA,NA,14.66310922,14.93772438,14.97647483,15.01549777,14.82157453,14.99934929
C1qbp,C1qbp,18.67583516,18.70102145,18.53208919,18.32187165,18.46831464,18.64570623,17.1712152,17.05594916,16.62998499,16.69424151,16.785281,16.96727249,15.9542223,15.87575202,16.07334084,14.91837442,14.85668702,14.86120638,14.82073197,14.87839668,14.80788517
C1qc,C1qc,15.8037564,15.95261728,15.91322883,15.95349057,16.06371533,16.03153323,15.4049249,16.10061778,15.48749782,16.14742788,15.314701,15.91006633,14.75825777,15.21548743,14.79316637,14.81188206,14.83711556,15.07031012,14.71411489,14.84986843,15.41792723
C1qtnf12,C1qtnf12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.71345894,12.26904177,12.39579246,12.36311061,NA,12.44242824
C1qtnf3,C1qtnf3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.15841177,13.99118398,14.17449987,NA,NA,NA,NA,NA,NA
C1qtnf4,C1qtnf4,14.97191707,15.07687168,15.04142509,14.68505571,14.91904149,15.09389627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1qtnf5,C1qtnf5,15.056605,14.91962206,14.96255491,14.88003624,15.07977303,14.80799224,NA,NA,11.87475471,NA,NA,NA,NA,NA,NA,14.41728774,14.10572908,13.96867281,13.389655,14.30245148,13.8893006
C1qtnf9,C1qtnf9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.97911975,15.14367713,14.89782154,15.4803274,15.07004449,14.38703661
C1ra,C1ra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0412245,13.93057103,13.47439041,13.41045135,13.57279495,13.52244667
C1ra;C1rb,C1ra,NA,NA,NA,NA,NA,NA,12.40827401,12.39328319,12.69605686,12.38863622,11.7485996,12.52436296,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1sa,C1sa,NA,NA,NA,NA,NA,NA,12.81835926,14.02055866,13.55065584,13.45533298,13.23818133,13.89643978,NA,NA,NA,14.72219154,14.94130873,15.14212948,14.96704881,14.91720964,15.15209527
C1sa;C1sb,C1sa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89692836,13.54832825,14.05956416,NA,NA,NA,NA,NA,NA
C2,C2,NA,NA,NA,NA,NA,NA,12.59877823,NA,12.45355124,12.21612797,12.80137796,11.95572817,NA,NA,12.09399189,14.15040122,14.55901016,14.30453888,14.04997129,14.44760857,14.53778272
C2cd2,C2cd2,15.72021835,15.61783244,15.55385747,15.54975753,15.56969472,15.71377366,14.74591455,14.73598277,14.81163738,14.54331451,15.03679504,14.84747814,14.05759448,14.35146939,14.15644321,15.12945077,15.0795316,14.90044243,15.2272747,14.89673711,14.77312359
C2cd2l,C2cd2l,15.90864825,15.80136777,15.8715505,15.69905025,15.84367855,15.93953567,15.52684063,15.84779587,15.63261622,15.71914751,15.82897752,15.89904968,13.25725671,NA,13.2134931,13.96104437,13.6837927,13.87552501,13.57456198,13.71369427,13.76160977
C2cd4c,C2cd4c,14.99407203,14.87130861,14.94853189,14.82128366,14.92751176,14.90971103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C2cd5,C2cd5,15.70607644,15.6871143,15.69253934,15.66804994,15.66007371,15.71651507,14.54760096,14.65987215,14.82938234,14.66428194,14.66546302,14.75767775,NA,NA,NA,13.20800246,13.22661558,13.13370897,13.2089088,13.32746034,13.48597319
