Gene,Tissue,Common.Unique
Hint2,LSC,Common
Hint3,LSC,Common
Hip1,LSC,Common
Hip1r,LSC,Common
Hivep2,LSC,Common
Hk1,LSC,Common
Hmgcs1,LSC,Common
Hmox2,LSC,Common
Hnrnpd,LSC,Common
Hnrnpdl,LSC,Common
Hnrnph1,LSC,Common
Hnrnpk,LSC,Common
Hnrnpl,LSC,Common
Hnrnpm,LSC,Common
Hnrnpu,LSC,Common
Hnrnpul2,LSC,Common
Homer1,LSC,Common
Hpcal1,LSC,Common
Hprt1,LSC,Common
Hras,LSC,Common
Hs1bp3,LSC,Common
Hscb,LSC,Common
Hsd17b11,LSC,Common
Hsd17b12,LSC,Common
Hsd17b4,LSC,Common
Hsdl1,LSC,Common
Hsdl2,LSC,Common
Hsp90aa1,LSC,Common
Hsp90ab1,LSC,Common
Hspa12a,LSC,Common
Hspa2,LSC,Common
Hspa4,LSC,Common
Hspa4l,LSC,Common
Hspa8,LSC,Common
Hspb1,LSC,Common
Hspb8,LSC,Common
Hspbp1,LSC,Common
Hspe1,LSC,Common
Hsph1,LSC,Common
Htatip2,LSC,Common
Htt,LSC,Common
Huwe1,LSC,Common
Iap,LSC,Common
Iars1,LSC,Common
Iars2,LSC,Common
Ica1,LSC,Common
Ide,LSC,Common
Idh1,LSC,Common
Idh2,LSC,Common
Idh3g,LSC,Common
Iffo1,LSC,Common
Ift22,LSC,Common
Igbp1,LSC,Common
Igsf3,LSC,Common
Igsf8,LSC,Common
Ikbkg,LSC,Common
Il1rap,LSC,Common
Ilk,LSC,Common
Ilrun,LSC,Common
Impa1,LSC,Common
Impa2,LSC,Common
Impact,LSC,Common
Impdh2,LSC,Common
Ina,LSC,Common
Inpp1,LSC,Common
Inpp4a,LSC,Common
Inpp5b,LSC,Common
Inpp5e,LSC,Common
Inpp5f,LSC,Common
Inpp5j,LSC,Common
Inppl1,LSC,Common
Insyn1,LSC,Common
Ip6k1,LSC,Common
Ipo11,LSC,Common
Ipo7,LSC,Common
Ipo9,LSC,Common
Iqcb1,LSC,Common
Iqsec1,LSC,Common
Iqsec2,LSC,Common
Iqsec3,LSC,Common
Irf3,LSC,Common
Irgq,LSC,Common
Irs2,LSC,Common
Iscu,LSC,Common
Ist1,LSC,Common
Isyna1,LSC,Common
Itch,LSC,Common
Itgb1,LSC,Common
Itih2,LSC,Common
Itpa,LSC,Common
Itpk1,LSC,Common
Itpkc,LSC,Common
Itsn1,LSC,Common
Itsn2,LSC,Common
Jagn1,LSC,Common
Jak1,LSC,Common
Jakmip3,LSC,Common
Jcad,LSC,Common
Jmy,LSC,Common
Jpt1,LSC,Common
Jpt2,LSC,Common
Jup,LSC,Common
Kank4,LSC,Common
Kars1,LSC,Common
Katnal1,LSC,Common
Katnb1,LSC,Common
Kazn,LSC,Common
Kcna1,LSC,Common
Kcna2,LSC,Common
Kcna6,LSC,Common
Kcnab1,LSC,Common
Kcnab2,LSC,Common
Kcnb1,LSC,Common
Kcnb2,LSC,Common
Kcnc1,LSC,Common
Kcnc3,LSC,Common
Kcnd1,LSC,Common
Kcnd3,LSC,Common
Kcnj10,LSC,Common
Kcnj11,LSC,Common
Kcnma1,LSC,Common
Kcnq2,LSC,Common
Kcnt1,LSC,Common
Kctd16,LSC,Common
Kctd8,LSC,Common
Kdsr,LSC,Common
Kiaa0100,LSC,Common
Kiaa0513,LSC,Common
Kiaa1107,LSC,Common
Kiaa1109,LSC,Common
Kiaa1671,LSC,Common
Kiaa1841,LSC,Common
Kif1a,LSC,Common
Kif21a,LSC,Common
Kif2a,LSC,Common
Kif3a,LSC,Common
Kif3b,LSC,Common
Kif5a,LSC,Common
Kif5b,LSC,Common
Kif5c,LSC,Common
Kifap3,LSC,Common
Kit,LSC,Common
Klc1,LSC,Common
Klc2,LSC,Common
Klhl11,LSC,Common
Klhl9,LSC,Common
Kmt2a,LSC,Common
Kpna1,LSC,Common
Kpna3,LSC,Common
Kpna6,LSC,Common
Kpnb1,LSC,Common
Krt222,LSC,Common
Krt79,LSC,Common
Ksr1,LSC,Common
Ksr2,LSC,Common
L1cam,LSC,Common
Lama4,LSC,Common
Lamb2,LSC,Common
Lamc1,LSC,Common
Lamtor1,LSC,Common
Lancl1,LSC,Common
Lancl2,LSC,Common
Lancl3,LSC,Common
Lap3,LSC,Common
Larp1,LSC,Common
Larp6,LSC,Common
Lars1,LSC,Common
Lasp1,LSC,Common
Lbh,LSC,Common
Lclat1,LSC,Common
Lcp1,LSC,Common
Ldah,LSC,Common
Ldb3,LSC,Common
Ldha,LSC,Common
Ldhb,LSC,Common
Leprotl1,LSC,Common
Letm1,LSC,Common
Lgals8,LSC,Common
Lgi1,LSC,Common
Lgi3,LSC,Common
Limch1,LSC,Common
Limd1,LSC,Common
Limd2,LSC,Common
Lims1,LSC,Common
Llgl1,LSC,Common
Lmcd1,LSC,Common
Lmna,LSC,Common
Lnpep,LSC,Common
Lnpk,LSC,Common
Lonp1,LSC,Common
Lpcat1,LSC,Common
Lpcat4,LSC,Common
Lpgat1,LSC,Common
Lpin1,LSC,Common
Lpp,LSC,Common
Lrch1,LSC,Common
Lrp1,LSC,Common
Lrrc40,LSC,Common
Lrrc47,LSC,Common
Lrrc49,LSC,Common
Lrrc57,LSC,Common
Lrrc59,LSC,Common
Lrrc8a,LSC,Common
Lrrfip1,LSC,Common
Lrrfip2,LSC,Common
Lrsam1,LSC,Common
Lsm12,LSC,Common
Lsm4,LSC,Common
Lsm7,LSC,Common
Lta4h,LSC,Common
Luzp1,LSC,Common
Lxn,LSC,Common
Lypla2,LSC,Common
Lyplal1,LSC,Common
Lyrm1,LSC,Common
Lysmd1,LSC,Common
Lysmd2,LSC,Common
Lyst,LSC,Common
Lzic,LSC,Common
Lztfl1,LSC,Common
Lztr1,LSC,Common
Macf1,LSC,Common
Maco1,LSC,Common
Madd,LSC,Common
Maged1,LSC,Common
Magi1,LSC,Common
Magi2,LSC,Common
Magi3,LSC,Common
Maip1,LSC,Common
Mal2,LSC,Common
Maoa,LSC,Common
Maob,LSC,Common
Map1a,LSC,Common
Map1b,LSC,Common
Map1lc3a,LSC,Common
Map2k1,LSC,Common
Map2k2,LSC,Common
Map2k4,LSC,Common
Map2k6,LSC,Common
Map2k7,LSC,Common
Map3k20,LSC,Common
Map3k3,LSC,Common
Map3k4,LSC,Common
Map3k5,LSC,Common
Map3k7,LSC,Common
Map4,LSC,Common
Map4k3,LSC,Common
Map4k4,LSC,Common
Map4k5,LSC,Common
Map6,LSC,Common
Map7,LSC,Common
Map7d1,LSC,Common
Map7d2,LSC,Common
Mapk1,LSC,Common
Mapk10,LSC,Common
Mapk3,LSC,Common
Mapk8ip3,LSC,Common
Mapk9,LSC,Common
Mapre1,LSC,Common
Mapre2,LSC,Common
Mapre3,LSC,Common
Mapt,LSC,Common
Mark1,LSC,Common
Mark2,LSC,Common
Mark3,LSC,Common
Mark4,LSC,Common
Mars1,LSC,Common
Mast1,LSC,Common
Mavs,LSC,Common
Mb21d2,LSC,Common
Mbnl1,LSC,Common
Mcam,LSC,Common
Mcf2l,LSC,Common
Mcrip1,LSC,Common
Mctp1,LSC,Common
Mcu,LSC,Common
Mdh1,LSC,Common
Me2,LSC,Common
Metap1,LSC,Common
Metap2,LSC,Common
Mff,LSC,Common
Mfn2,LSC,Common
Mfsd6,LSC,Common
Mgst1,LSC,Common
Mgst3,LSC,Common
Mical1,LSC,Common
Mical3,LSC,Common
Micall1,LSC,Common
Mif,LSC,Common
Miga1,LSC,Common
Miga2,LSC,Common
Minar1,LSC,Common
Mindy1,LSC,Common
Mink1,LSC,Common
Mios,LSC,Common
Mkrn2,LSC,Common
Mlc1,LSC,Common
Mms19,LSC,Common
Mob1a,LSC,Common
Mob2,LSC,Common
Mob4,LSC,Common
Mobp,LSC,Common
Mog,LSC,Common
Mon2,LSC,Common
Mpc1,LSC,Common
Mpc2,LSC,Common
Mpdu1,LSC,Common
Mpdz,LSC,Common
Mpi,LSC,Common
Mpp1,LSC,Common
Mpped2,LSC,Common
Mprip,LSC,Common
Mpz,LSC,Common
Mre11,LSC,Common
Mrps22,LSC,Common
Mrps27,LSC,Common
Mrps31,LSC,Common
Mrps36,LSC,Common
Mrs2,LSC,Common
Mrtfb,LSC,Common
Msn,LSC,Common
Msra,LSC,Common
Msrb2,LSC,Common
Msto1,LSC,Common
Mt-Cyb,LSC,Common
Mt3,LSC,Common
Mtarc2,LSC,Common
Mtatp8,LSC,Common
Mtch1,LSC,Common
Mtch2,LSC,Common
Mtco2,LSC,Common
Mtfr1l,LSC,Common
Mthfd1,LSC,Common
Mthfd1l,LSC,Common
Mthfsd,LSC,Common
Mtm1,LSC,Common
Mtmr12,LSC,Common
Mtmr2,LSC,Common
Mtmr3,LSC,Common
Mtmr6,LSC,Common
Mtmr7,LSC,Common
Mtnd1,LSC,Common
Mtnd2,LSC,Common
Mtnd3,LSC,Common
Mtnd4,LSC,Common
Mtnd5,LSC,Common
Mtpn,LSC,Common
Mtrf1,LSC,Common
Mtss1,LSC,Common
Mtss2,LSC,Common
Mtx2,LSC,Common
Mvb12a,LSC,Common
Mvp,LSC,Common
Mxra7,LSC,Common
Mycbp2,LSC,Common
Myef2,LSC,Common
Myh10,LSC,Common
Myh14,LSC,Common
Myh9,LSC,Common
Myl12b,LSC,Common
Myl6,LSC,Common
Myl6b,LSC,Common
Mylk,LSC,Common
Myo18a,LSC,Common
Myo1e,LSC,Common
Myo5a,LSC,Common
Myo9a,LSC,Common
N4bp1,LSC,Common
Naa25,LSC,Common
Naa35,LSC,Common
Naa50,LSC,Common
Naa80,LSC,Common
Naca,LSC,Common
Nacad,LSC,Common
Nae1,LSC,Common
Nans,LSC,Common
Nap1l1,LSC,Common
Nap1l4,LSC,Common
Nap1l5,LSC,Common
Napa,LSC,Common
Napb,LSC,Common
Napepld,LSC,Common
Napg,LSC,Common
NARS1,LSC,Common
Nat8l,LSC,Common
Nav1,LSC,Common
Ncald,LSC,Common
Ncam1,LSC,Common
Ncam2,LSC,Common
Ncdn,LSC,Common
Nck1,LSC,Common
Nck2,LSC,Common
Nckap1,LSC,Common
Nckipsd,LSC,Common
Ncoa1,LSC,Common
Ncoa7,LSC,Common
Ncor2,LSC,Common
Ncs1,LSC,Common
Ndrg1,LSC,Common
Ndrg3,LSC,Common
Ndrg4,LSC,Common
Ndufa10,LSC,Common
Ndufa11,LSC,Common
Ndufa12,LSC,Common
Ndufa2,LSC,Common
Ndufa3,LSC,Common
Ndufa4,LSC,Common
Ndufa7,LSC,Common
Ndufa9,LSC,Common
Ndufaf2,LSC,Common
Ndufaf4,LSC,Common
Ndufaf7,LSC,Common
Ndufb10,LSC,Common
Ndufb11,LSC,Common
Ndufb3,LSC,Common
Ndufb5,LSC,Common
Ndufb8,LSC,Common
Ndufb9,LSC,Common
Ndufc2,LSC,Common
Ndufs1,LSC,Common
Ndufs3,LSC,Common
Ndufs5,LSC,Common
Ndufs6,LSC,Common
Ndufs7,LSC,Common
Ndufs8,LSC,Common
Ndufv1,LSC,Common
Ndufv2,LSC,Common
Ndufv3,LSC,Common
Nebl,LSC,Common
Necab2,LSC,Common
Necap1,LSC,Common
Necap2,LSC,Common
Nectin1,LSC,Common
Nectin3,LSC,Common
Nedd4,LSC,Common
Nedd4l,LSC,Common
Nedd8,LSC,Common
Nefh,LSC,Common
Nefl,LSC,Common
Nefm,LSC,Common
Nek1,LSC,Common
Nek3,LSC,Common
Nek4,LSC,Common
Nek7,LSC,Common
Nek9,LSC,Common
Neo1,LSC,Common
Nexn,LSC,Common
Nf1,LSC,Common
Nf2,LSC,Common
Nfasc,LSC,Common
Nfat5,LSC,Common
Nfkb1,LSC,Common
Nfx1,LSC,Common
Ngly1,LSC,Common
Niban2,LSC,Common
Nid1,LSC,Common
Nif3l1,LSC,Common
Nipal3,LSC,Common
Nipsnap1,LSC,Common
Nipsnap2,LSC,Common
Nisch,LSC,Common
Nit2,LSC,Common
Nlgn2,LSC,Common
Nme1,LSC,Common
Nme2,LSC,Common
Nmt1,LSC,Common
Nmt2,LSC,Common
Nop56,LSC,Common
Nopchap1,LSC,Common
Nos1,LSC,Common
Nploc4,LSC,Common
Nprl3,LSC,Common
Nptn,LSC,Common
Nr3c1,LSC,Common
Nrbf2,LSC,Common
Nrbp1,LSC,Common
Nrbp2,LSC,Common
Nrip2,LSC,Common
Nrsn1,LSC,Common
Nsdhl,LSC,Common
Nsf,LSC,Common
Nsfl1c,LSC,Common
Nsmf,LSC,Common
Nt5c2,LSC,Common
Ntrk3,LSC,Common
Nudc,LSC,Common
Nudcd1,LSC,Common
Nudcd2,LSC,Common
Nudcd3,LSC,Common
Nudt12,LSC,Common
Nudt16,LSC,Common
Nudt2,LSC,Common
Nudt21,LSC,Common
Nudt3,LSC,Common
Nudt5,LSC,Common
Nudt9,LSC,Common
Nufip2,LSC,Common
Numb,LSC,Common
Numbl,LSC,Common
Nup214,LSC,Common
Nup54,LSC,Common
Nup58,LSC,Common
Nup62,LSC,Common
Nup85,LSC,Common
Nup93,LSC,Common
Nup98,LSC,Common
Nyap1,LSC,Common
Nyap2,LSC,Common
Ociad1,LSC,Common
Ocrl,LSC,Common
Oga,LSC,Common
Ogt,LSC,Common
Ola1,LSC,Common
Omg,LSC,Common
Ophn1,LSC,Common
Optn,LSC,Common
Osbp,LSC,Common
Osbpl10,LSC,Common
Osbpl11,LSC,Common
Osbpl1a,LSC,Common
Osbpl2,LSC,Common
Osbpl3,LSC,Common
Osbpl6,LSC,Common
Osbpl8,LSC,Common
Osbpl9,LSC,Common
Oscp1,LSC,Common
Ostc,LSC,Common
Ostf1,LSC,Common
Otub1,LSC,Common
Otud4,LSC,Common
Otud6b,LSC,Common
Otud7a,LSC,Common
Oxr1,LSC,Common
Oxsm,LSC,Common
Oxsr1,LSC,Common
P33monox,LSC,Common
Pabpc1,LSC,Common
Pacs1,LSC,Common
Pacs2,LSC,Common
Pacsin1,LSC,Common
Pacsin2,LSC,Common
Padi2,LSC,Common
Pafah1b1,LSC,Common
Pafah1b2,LSC,Common
Pag1,LSC,Common
Paics,LSC,Common
Paip1,LSC,Common
Pak1,LSC,Common
Pak2,LSC,Common
Pak3,LSC,Common
Pak4,LSC,Common
Pald1,LSC,Common
Palld,LSC,Common
Palm,LSC,Common
Palm2,LSC,Common
Palm3,LSC,Common
Palmd,LSC,Common
Pals1,LSC,Common
Pam16,LSC,Common
Pank4,LSC,Common
Panx2,LSC,Common
Pard3,LSC,Common
Parg,LSC,Common
Park7,LSC,Common
Parp12,LSC,Common
Parva,LSC,Common
Parvb,LSC,Common
Patl1,LSC,Common
Pawr,LSC,Common
Pcbp1,LSC,Common
Pcbp2,LSC,Common
Pcbp3,LSC,Common
Pclo,LSC,Common
Pcmt1,LSC,Common
Pcnp,LSC,Common
Pcp4,LSC,Common
Pcp4l1,LSC,Common
Pctp,LSC,Common
Pcyt1b,LSC,Common
Pcyt2,LSC,Common
Pdap1,LSC,Common
Pdcd5,LSC,Common
Pdcd6ip,LSC,Common
Pdcl,LSC,Common
Pdcl3,LSC,Common
Pde10a,LSC,Common
Pde11a,LSC,Common
Pde1a,LSC,Common
Pde1b,LSC,Common
Pde1c,LSC,Common
Pde4c,LSC,Common
Pde4d,LSC,Common
Pdgfrb,LSC,Common
Pdhb,LSC,Common
Pdia3,LSC,Common
Pdk2,LSC,Common
Pdk3,LSC,Common
Pdlim1,LSC,Common
Pdlim5,LSC,Common
Pdp1,LSC,Common
Pdxdc1,LSC,Common
Pdxk,LSC,Common
Pdxp,LSC,Common
Pdzd4,LSC,Common
Pdzd8,LSC,Common
Pea15,LSC,Common
Peak1,LSC,Common
Pebp1,LSC,Common
Pepd,LSC,Common
Pex1,LSC,Common
Pex14,LSC,Common
Pex19,LSC,Common
Pex5,LSC,Common
Pex5l,LSC,Common
Pfdn1,LSC,Common
Pfdn2,LSC,Common
Pfdn5,LSC,Common
Pfdn6,LSC,Common
Pfkfb2,LSC,Common
Pfkl,LSC,Common
Pfkm,LSC,Common
Pfkp,LSC,Common
Pfn1,LSC,Common
Pgam1,LSC,Common
Pgd,LSC,Common
Pgk1,LSC,Common
Pgls,LSC,Common
Pgm2l1,LSC,Common
Pgm5,LSC,Common
Pgp,LSC,Common
Pgrmc2,LSC,Common
Phactr1,LSC,Common
Phactr3,LSC,Common
Phactr4,LSC,Common
Phaf1,LSC,Common
Phb,LSC,Common
Phb2,LSC,Common
Phf24,LSC,Common
Phka1,LSC,Common
Phldb1,LSC,Common
Phyhipl,LSC,Common
Pi4k2a,LSC,Common
Pi4ka,LSC,Common
Pi4kb,LSC,Common
Picalm,LSC,Common
Pick1,LSC,Common
Pigu,LSC,Common
Pik3c2a,LSC,Common
Pik3c3,LSC,Common
Pik3ca,LSC,Common
Pik3r4,LSC,Common
Pikfyve,LSC,Common
Pin1,LSC,Common
Pip4k2a,LSC,Common
Pip4k2b,LSC,Common
Pip4k2c,LSC,Common
Pip4p1,LSC,Common
Pip5k1c,LSC,Common
Pir,LSC,Common
Pitpna,LSC,Common
Pitpnc1,LSC,Common
Pitpnm1,LSC,Common
Pitpnm2,LSC,Common
Pja2,LSC,Common
Pkn1,LSC,Common
Pkn2,LSC,Common
Pkp4,LSC,Common
Pla2g6,LSC,Common
Plaa,LSC,Common
Plcb1,LSC,Common
Plcb3,LSC,Common
Plcl1,LSC,Common
Plcl2,LSC,Common
Plcxd3,LSC,Common
Plec,LSC,Common
Plekha1,LSC,Common
Plekha2,LSC,Common
Plekha6,LSC,Common
Plekhd1,LSC,Common
Plekhm2,LSC,Common
Plekho2,LSC,Common
Plpbp,LSC,Common
Plpp3,LSC,Common
Plppr4,LSC,Common
Pls1,LSC,Common
Pls3,LSC,Common
Plscr3,LSC,Common
Plxna4,LSC,Common
Pmpca,LSC,Common
Pmpcb,LSC,Common
Pnpla6,LSC,Common
Pnpla8,LSC,Common
Pnpt1,LSC,Common
Polr2h,LSC,Common
Polr2m,LSC,Common
Ppa1,LSC,Common
Ppa2,LSC,Common
Ppef1,LSC,Common
Ppfia2,LSC,Common
Ppfia3,LSC,Common
Ppia,LSC,Common
Ppib,LSC,Common
Ppid,LSC,Common
Ppil3,LSC,Common
Ppip5k1,LSC,Common
Ppip5k2,LSC,Common
Ppm1a,LSC,Common
Ppm1b,LSC,Common
Ppm1e,LSC,Common
Ppm1h,LSC,Common
Ppm1j,LSC,Common
Ppp1ca,LSC,Common
Ppp1cb,LSC,Common
Ppp1cc,LSC,Common
Ppp1r11,LSC,Common
Ppp1r12a,LSC,Common
Ppp1r12b,LSC,Common
Ppp1r12c,LSC,Common
Ppp1r13b,LSC,Common
Ppp1r18,LSC,Common
Ppp1r2,LSC,Common
Ppp1r21,LSC,Common
Ppp1r3f,LSC,Common
Ppp1r7,LSC,Common
Ppp1r9b,LSC,Common
Ppp2ca,LSC,Common
Ppp2r2a,LSC,Common
Ppp2r2c,LSC,Common
Ppp2r5a,LSC,Common
Ppp2r5b,LSC,Common
Ppp2r5c,LSC,Common
Ppp2r5e,LSC,Common
Ppp3ca,LSC,Common
Ppp3cb,LSC,Common
Ppp3cc,LSC,Common
Ppp3r1,LSC,Common
Ppp4r4,LSC,Common
Ppp6c,LSC,Common
Ppp6r1,LSC,Common
Ppp6r2,LSC,Common
Ppp6r3,LSC,Common
Pptc7,LSC,Common
Praf2,LSC,Common
Prdx1,LSC,Common
Prdx3,LSC,Common
Prdx4,LSC,Common
Prdx5,LSC,Common
Prdx6,LSC,Common
Preb,LSC,Common
Prep,LSC,Common
Prepl,LSC,Common
Prickle2,LSC,Common
Prkaa1,LSC,Common
Prkaa2,LSC,Common
Prkab1,LSC,Common
Prkab2,LSC,Common
Prkacb,LSC,Common
Prkag2,LSC,Common
Prkar1a,LSC,Common
Prkar2a,LSC,Common
Prkar2b,LSC,Common
Prkca,LSC,Common
Prkcb,LSC,Common
Prkcd,LSC,Common
Prkce,LSC,Common
Prkcq,LSC,Common
Prkg1,LSC,Common
Prmt5,LSC,Common
Prmt8,LSC,Common
Prmt9,LSC,Common
Prph,LSC,Common
Prpsap1,LSC,Common
Prpsap2,LSC,Common
Prrc1,LSC,Common
Prrc2a,LSC,Common
Prrc2c,LSC,Common
Prrt2,LSC,Common
Prrt3,LSC,Common
Prune1,LSC,Common
Prune2,LSC,Common
Prxl2a,LSC,Common
Prxl2b,LSC,Common
Psap,LSC,Common
Psat1,LSC,Common
Psd3,LSC,Common
Psma1,LSC,Common
Psma4,LSC,Common
Psma6,LSC,Common
Psma7,LSC,Common
Psmb3,LSC,Common
Psmb4,LSC,Common
Psmb5,LSC,Common
Psmc2,LSC,Common
Psmc3,LSC,Common
Psmc4,LSC,Common
Psmc5,LSC,Common
Psmd1,LSC,Common
Psmd11,LSC,Common
Psmd12,LSC,Common
Psmd13,LSC,Common
Psmd14,LSC,Common
Psmd2,LSC,Common
Psmd3,LSC,Common
Psmd4,LSC,Common
Psmd5,LSC,Common
Psmd6,LSC,Common
Psmd9,LSC,Common
Psme1,LSC,Common
Psme3ip1,LSC,Common
Pspc1,LSC,Common
Pten,LSC,Common
Ptges3,LSC,Common
Ptk2b,LSC,Common
Ptpa,LSC,Common
Ptpdc1,LSC,Common
Ptpn11,LSC,Common
Ptpn23,LSC,Common
Ptpn9,LSC,Common
Ptpre,LSC,Common
Ptprz1,LSC,Common
Puf60,LSC,Common
Pura,LSC,Common
Purb,LSC,Common
Pvalb,LSC,Common
Pycr2,LSC,Common
Pygb,LSC,Common
Pygl,LSC,Common
Pygm,LSC,Common
Pym1,LSC,Common
Qars1,LSC,Common
Qdpr,LSC,Common
R3hcc1,LSC,Common
R3hcc1l,LSC,Common
R3hdm2,LSC,Common
Rab10,LSC,Common
Rab11b,LSC,Common
Rab11fip2,LSC,Common
Rab11fip5,LSC,Common
Rab14,LSC,Common
Rab15,LSC,Common
Rab18,LSC,Common
Rab1b,LSC,Common
Rab21,LSC,Common
Rab22a,LSC,Common
Rab23,LSC,Common
Rab27a,LSC,Common
Rab27b,LSC,Common
Rab28,LSC,Common
Rab2a,LSC,Common
Rab33b,LSC,Common
Rab39b,LSC,Common
Rab3a,LSC,Common
Rab3b,LSC,Common
Rab3c,LSC,Common
Rab3d,LSC,Common
Rab3gap1,LSC,Common
Rab3gap2,LSC,Common
Rab3il1,LSC,Common
Rab3ip,LSC,Common
Rab6a,LSC,Common
Rab6b,LSC,Common
Rab7a,LSC,Common
Rab8a,LSC,Common
Rab9b,LSC,Common
Rabep1,LSC,Common
Rabgap1,LSC,Common
Rabgap1l,LSC,Common
Rabgef1,LSC,Common
Rabl6,LSC,Common
Rad23b,LSC,Common
Rae1,LSC,Common
Raf1,LSC,Common
Rala,LSC,Common
Ralbp1,LSC,Common
Ralgapa1,LSC,Common
Ralgapa2,LSC,Common
Ralgapb,LSC,Common
Ralgps2,LSC,Common
Ran,LSC,Common
Ranbp1,LSC,Common
Ranbp3,LSC,Common
Ranbp9,LSC,Common
Rangap1,LSC,Common
Rap1a,LSC,Common
Rap1gap,LSC,Common
Rap1gap2,LSC,Common
Rap1gds1,LSC,Common
Rap2a,LSC,Common
Rapgef2,LSC,Common
Rapgef4,LSC,Common
Rars1,LSC,Common
Rasgrf2,LSC,Common
Rassf5,LSC,Common
Rbks,LSC,Common
Rbm17,LSC,Common
Rbmx,LSC,Common
Rbsn,LSC,Common
Rbx1,LSC,Common
Rcan1,LSC,Common
Rcan2,LSC,Common
Rcbtb1,LSC,Common
Rcc2,LSC,Common
Rcsd1,LSC,Common
Rdh14,LSC,Common
Rdx,LSC,Common
Reep1,LSC,Common
Reep2,LSC,Common
Reep5,LSC,Common
Rela,LSC,Common
Relch,LSC,Common
Rell1,LSC,Common
Rem2,LSC,Common
Reps1,LSC,Common
Reps2,LSC,Common
Rer1,LSC,Common
Retreg1,LSC,Common
Retreg2,LSC,Common
Rexo2,LSC,Common
Rfk,LSC,Common
Rgs10,LSC,Common
Rgs12,LSC,Common
Rgs17,LSC,Common
Rgs3,LSC,Common
Rgs6,LSC,Common
Rgs7,LSC,Common
Rgs7bp,LSC,Common
Rheb,LSC,Common
Rhoa,LSC,Common
Rhob,LSC,Common
Rhog,LSC,Common
Rhot1,LSC,Common
Rhot2,LSC,Common
Ric8a,LSC,Common
Ric8b,LSC,Common
Rictor,LSC,Common
Rida,LSC,Common
Rimbp2,LSC,Common
Rimkla,LSC,Common
Rims1,LSC,Common
Rims2,LSC,Common
Rims3,LSC,Common
Rint1,LSC,Common
Ripor1,LSC,Common
Rmc1,LSC,Common
Rmdn2,LSC,Common
Rmdn3,LSC,Common
Rnf123,LSC,Common
Rnf14,LSC,Common
Rnf214,LSC,Common
Rnf25,LSC,Common
Rnf7,LSC,Common
Rnh1,LSC,Common
Robo2,LSC,Common
Rock2,LSC,Common
Rogdi,LSC,Common
Ror2,LSC,Common
Rpap1,LSC,Common
Rpap3,LSC,Common
Rph3a,LSC,Common
Rpl10a,LSC,Common
Rpl12,LSC,Common
Rpl23,LSC,Common
Rpl27,LSC,Common
Rpl30,LSC,Common
Rpl31,LSC,Common
Rpl5,LSC,Common
Rpl6,LSC,Common
Rpl9,LSC,Common
Rpn1,LSC,Common
Rpn2,LSC,Common
Rps12,LSC,Common
Rps14,LSC,Common
Rps18,LSC,Common
Rps2,LSC,Common
Rps23,LSC,Common
Rps24,LSC,Common
Rps3a,LSC,Common
Rps4x,LSC,Common
Rps6ka1,LSC,Common
Rps6ka3,LSC,Common
Rps6kb1,LSC,Common
Rps6kc1,LSC,Common
Rps7,LSC,Common
Rptor,LSC,Common
Rragc,LSC,Common
Rragd,LSC,Common
Rrm2b,LSC,Common
Rsu1,LSC,Common
Rtcb,LSC,Common
Rtkn,LSC,Common
Rtn1,LSC,Common
Rtn3,LSC,Common
Rtn4,LSC,Common
RTRAF,LSC,Common
Rufy1,LSC,Common
Rufy2,LSC,Common
Rufy3,LSC,Common
Rundc3a,LSC,Common
Rundc3b,LSC,Common
Ruvbl1,LSC,Common
Ruvbl2,LSC,Common
Rwdd4,LSC,Common
Ryr2,LSC,Common
S100a10,LSC,Common
S100a13,LSC,Common
S100a6,LSC,Common
S1pr1,LSC,Common
S1pr5,LSC,Common
Sacm1l,LSC,Common
Sacs,LSC,Common
Samd14,LSC,Common
Samd4b,LSC,Common
Samhd1,LSC,Common
Samm50,LSC,Common
Sar1a,LSC,Common
Sars1,LSC,Common
Sbf1,LSC,Common
Scamp1,LSC,Common
Scamp3,LSC,Common
Scamp4,LSC,Common
Scamp5,LSC,Common
Sccpdh,LSC,Common
Scfd1,LSC,Common
Scfd2,LSC,Common
Scg2,LSC,Common
Scn1a,LSC,Common
Scn4b,LSC,Common
Scn8a,LSC,Common
Scn9a,LSC,Common
Scrn1,LSC,Common
Scrn3,LSC,Common
Scyl1,LSC,Common
Scyl2,LSC,Common
Sdcbp,LSC,Common
Sdha,LSC,Common
Sdhb,LSC,Common
Sdhc,LSC,Common
Sec16a,LSC,Common
Sec22b,LSC,Common
Sec23ip,LSC,Common
Sec24a,LSC,Common
Sec31a,LSC,Common
Sec62,LSC,Common
Sema4d,LSC,Common
Sema4f,LSC,Common
Septin11,LSC,Common
Septin2,LSC,Common
Septin3,LSC,Common
Septin4,LSC,Common
Septin5,LSC,Common
Septin6,LSC,Common
Septin7,LSC,Common
Septin8,LSC,Common
Septin9,LSC,Common
Serinc5,LSC,Common
Serpinb1a,LSC,Common
Serpinb6,LSC,Common
Sestd1,LSC,Common
Setd7,LSC,Common
Sf1,LSC,Common
Sf3b3,LSC,Common
Sft2d2,LSC,Common
Sfxn5,LSC,Common
Sgip1,LSC,Common
Sgpl1,LSC,Common
Sgsm1,LSC,Common
Sh2b1,LSC,Common
Sh3bgrl3,LSC,Common
Sh3bp4,LSC,Common
